Wavelength,Intensity
599.816,8955478.333333334
600.018,8929701.666666666
600.22,8905460.0
600.422,8932168.333333334
600.623,8961621.666666668
600.825,8973541.666666666
601.027,8949716.666666666
601.228,8965758.333333334
601.43,8925155.0
601.632,8916843.333333332
601.833,8900196.666666666
602.035,8931305.0
602.237,8999506.666666666
602.438,8884106.666666666
602.64,9003138.333333334
602.842,8896528.333333332
603.043,8957080.0
603.245,8985873.333333332
603.446,8997506.666666666
603.648,8934373.333333332
603.849,9001881.666666666
604.051,8897981.666666666
604.252,8905948.333333334
604.454,8890053.333333334
604.655,8899245.0
604.857,8843820.0
605.058,8876023.333333334
605.259,8854005.0
605.461,8856050.0
605.662,8808383.333333334
605.864,8824900.0
606.065,8778018.333333334
606.266,8814200.0
606.468,8801726.666666666
606.669,8799225.0
606.87,8807566.666666666
607.072,8788401.666666668
607.273,8825896.666666666
607.474,8847311.666666666
607.675,8823750.0
607.877,8879240.0
608.078,8807168.333333334
608.279,8828210.0
608.48,8894663.333333334
608.681,8886851.666666666
608.883,8891585.0
609.084,8995810.0
609.285,8951175.0
609.486,8938248.333333332
609.687,8960328.333333334
609.888,8934353.333333334
610.089,8927995.0
610.29,8915833.333333334
610.491,8840361.666666666
610.692,8936015.0
610.893,8856336.666666666
611.094,8875238.333333334
611.295,8890878.333333332
611.496,8895770.0
611.697,8879966.666666666
611.898,8937391.666666666
612.099,8871550.0
612.3,8900958.333333334
612.501,8931606.666666666
612.702,8920601.666666666
612.903,8904538.333333334
613.104,8868815.0
613.305,8863255.0
613.505,8895233.333333334
613.706,8844113.333333334
613.907,8874895.0
614.108,8869071.666666666
614.309,8884656.666666666
614.509,8833313.333333332
614.71,8846266.666666666
614.911,8846263.333333334
615.112,8800693.333333334
615.312,8813581.666666666
615.513,8846823.333333334
615.714,8804156.666666666
615.914,8829515.0
616.115,8818183.333333332
616.316,8826926.666666666
616.516,8801536.666666666
616.717,8911690.0
616.918,8784483.333333334
617.118,8850933.333333332
617.319,8839505.0
617.519,8871388.333333334
617.72,8834681.666666666
617.92,8867870.0
618.121,8856281.666666666
618.321,8905655.0
618.522,8778776.666666668
618.722,8894933.333333332
618.923,8838110.0
619.123,8855551.666666666
619.324,8844663.333333334
619.524,8835488.333333334
619.724,8784285.0
619.925,8843641.666666666
620.125,8778236.666666666
620.326,8775471.666666666
620.526,8688016.666666666
620.726,8760613.333333334
620.927,8712115.0
621.127,8746671.666666666
621.327,8717480.0
621.527,8753040.0
621.728,8742401.666666668
621.928,8753300.0
622.128,8724938.333333332
622.328,8823815.0
622.529,8728631.666666666
622.729,8789668.333333334
622.929,8782233.333333334
623.129,8800143.333333334
623.329,8808713.333333332
623.529,8826203.333333334
623.73,8766225.0
623.93,8816855.0
624.13,8770380.0
624.33,8833616.666666666
624.53,8746105.0
624.73,8847061.666666666
624.93,8815796.666666666
625.13,8820431.666666666
625.33,8805280.0
625.53,8836925.0
625.73,8826163.333333334
625.93,8867538.333333334
626.13,8817346.666666666
626.33,8848025.0
626.53,8760058.333333332
626.73,8875088.333333332
626.929,8831775.0
627.129,8839020.0
627.329,8808625.0
627.529,8900356.666666666
627.729,8772188.333333332
627.929,8883696.666666666
628.128,8860098.333333332
628.328,8873573.333333334
628.528,8838181.666666666
628.728,8942385.0
628.928,8854086.666666666
629.127,8896506.666666666
629.327,8856565.0
629.527,8897841.666666666
629.726,8835338.333333332
629.926,8855971.666666666
630.126,8800566.666666666
630.325,8850341.666666666
630.525,8832190.0
630.725,8849848.333333332
630.924,8836830.0
631.124,8850113.333333334
631.323,8840160.0
631.523,8878523.333333334
631.722,8852421.666666666
631.922,8876726.666666666
632.122,8864661.666666666
632.321,8885585.0
632.521,8907688.333333332
632.72,8891441.666666666
632.919,8819171.666666666
633.119,8866906.666666666
633.318,8833446.666666666
633.518,8807348.333333332
633.717,8774683.333333332
633.917,8756860.0
634.116,8771143.333333334
634.315,8726231.666666666
634.515,8623120.0
634.714,8765836.666666666
634.913,8699096.666666666
635.113,8707916.666666666
635.312,8779770.0
635.511,8780253.333333332
635.71,8740858.333333334
635.91,8781175.0
636.109,8781261.666666666
636.308,8817001.666666666
636.507,8806475.0
636.706,8856551.666666666
636.906,8793610.0
637.105,8863145.0
637.304,8821841.666666666
637.503,8787773.333333334
637.702,8807065.0
637.901,8827538.333333334
638.1,8745741.666666666
638.299,8764035.0
638.499,8734380.0
638.698,8748555.0
638.897,8792306.666666666
639.096,8765113.333333334
639.295,8755648.333333334
639.494,8775305.0
639.693,8699556.666666666
639.892,8746943.333333334
640.09,8720355.0
640.289,8772216.666666666
640.488,8756978.333333334
640.687,8754206.666666666
640.886,8702581.666666666
641.085,8721040.0
641.284,8743868.333333332
641.483,8737888.333333334
641.682,8708408.333333332
641.88,8757740.0
642.079,8725870.0
642.278,8700005.0
642.477,8680713.333333332
642.675,8770940.0
642.874,8712851.666666666
643.073,8773100.0
643.272,8760326.666666666
643.47,8827835.0
643.669,8728413.333333334
643.868,8806748.333333332
644.066,8778465.0
644.265,8826685.0
644.464,8793183.333333332
644.662,8841905.0
644.861,8834893.333333334
645.059,8902036.666666666
645.258,8775738.333333334
645.457,8829200.0
645.655,8790070.0
645.854,8846646.666666666
646.052,8804471.666666666
646.251,8841931.666666666
646.449,8807663.333333334
646.648,8853820.0
646.846,8800713.333333332
647.044,8891203.333333334
647.243,8809781.666666666
647.441,8888796.666666666
647.64,8842103.333333334
647.838,8824636.666666666
648.036,8841013.333333334
648.235,8873105.0
648.433,8765243.333333332
648.631,8862603.333333334
648.83,8775226.666666666
649.028,8824186.666666666
649.226,8768751.666666666
649.425,8797088.333333332
649.623,8750418.333333334
649.821,8741861.666666666
650.019,8733003.333333332
650.218,8814343.333333332
650.416,8783640.0
650.614,8765583.333333334
650.812,8767628.333333332
651.01,8786695.0
651.208,8738826.666666666
651.406,8820711.666666666
651.605,8784750.0
651.803,8820380.0
652.001,8724351.666666666
652.199,8743175.0
652.397,8711521.666666666
652.595,8707803.333333334
652.793,8689781.666666666
652.991,8707230.0
653.189,8667841.666666666
653.387,8694165.0
653.585,8673486.666666666
653.783,8718326.666666666
653.981,8635760.0
654.179,8713231.666666666
654.377,8665698.333333334
654.574,8717398.333333334
654.772,8682978.333333334
654.97,8700103.333333334
655.168,8761328.333333334
655.366,8732400.0
655.564,8741691.666666666
655.761,8763468.333333332
655.959,8748660.0
656.157,8772781.666666666
656.355,8787855.0
656.553,8790053.333333334
656.75,8780823.333333334
656.948,8839683.333333332
657.146,8817431.666666666
657.343,8902050.0
657.541,8885416.666666666
657.739,8862643.333333334
657.936,8813363.333333334
658.134,8850100.0
658.332,8806986.666666666
658.529,8796616.666666666
658.727,8743825.0
658.924,8862626.666666666
659.122,8774216.666666666
659.319,8777493.333333332
659.517,8732868.333333332
659.714,8764085.0
659.912,8744441.666666666
660.109,8773051.666666666
660.307,8684446.666666666
660.504,8765091.666666666
660.702,8779110.0
660.899,8711653.333333332
661.097,8721671.666666666
661.294,8740243.333333332
661.491,8688478.333333334
661.689,8753300.0
661.886,8646006.666666666
662.083,8703165.0
662.281,8641003.333333332
662.478,8729338.333333332
662.675,8663806.666666666
662.873,8712323.333333334
663.07,8749643.333333334
663.267,8780386.666666666
663.464,8727631.666666666
663.662,8802703.333333334
663.859,8761935.0
664.056,8752671.666666666
664.253,8732188.333333332
664.45,8790655.0
664.647,8674770.0
664.845,8713861.666666666
665.042,8693290.0
665.239,8729550.0
665.436,8622970.0
665.633,8713671.666666666
665.83,8567115.0
666.027,8627100.0
666.224,8573351.666666666
666.421,8562646.666666666
666.618,8541028.333333332
666.815,8530773.333333334
667.012,8503020.0
667.209,8532893.333333334
667.406,8520258.333333334
667.603,8541400.0
667.8,8520896.666666666
667.997,8578461.666666666
668.194,8551135.0
668.39,8558431.666666666
668.587,8536205.0
668.784,8592636.666666666
668.981,8525675.0
669.178,8594356.666666666
669.375,8497961.666666666
669.571,8575251.666666666
669.768,8508796.666666666
669.965,8599733.333333334
670.162,8545103.333333334
670.358,8581081.666666666
670.555,8507436.666666666
670.752,8572975.0
670.948,8434130.0
671.145,8569436.666666666
671.342,8384928.333333333
671.538,8510796.666666666
671.735,8435226.666666666
671.932,8449936.666666666
672.128,8373096.666666667
672.325,8448531.666666666
672.521,8430546.666666666
672.718,8381925.0
672.914,8453248.333333332
673.111,8447463.333333332
673.307,8336520.0
673.504,8445005.0
673.7,8394175.0
673.897,8439683.333333332
674.093,8427826.666666666
674.29,8439598.333333332
674.486,8414920.0
674.682,8422948.333333334
674.879,8346326.666666666
675.075,8410588.333333332
675.272,8321953.333333333
675.468,8400226.666666666
675.664,8337310.0
675.861,8334373.333333333
676.057,8211171.666666666
676.253,8293520.0
676.449,8213986.666666666
676.646,8227955.0
676.842,8215591.666666667
677.038,8243683.333333333
677.234,8150233.333333333
677.43,8209044.999999999
677.627,8148701.666666666
677.823,8234886.666666666
678.019,8195945.0
678.215,8223910.0
678.411,8192880.0
678.607,8279324.999999999
678.803,8178145.0
678.999,8268798.333333333
679.196,8184705.0
679.392,8255503.333333333
679.588,8219806.666666666
679.784,8278313.333333333
679.98,8204253.333333333
680.176,8223223.333333333
680.372,8177735.0
680.568,8247280.0
680.763,8176133.333333334
680.959,8169918.333333334
681.155,8158706.666666666
681.351,8188695.0
681.547,8096393.333333333
681.743,8136123.333333333
681.939,8105578.333333333
682.135,8133211.666666666
682.33,8042681.666666666
682.526,8093791.666666666
682.722,8001095.0
682.918,8000490.0
683.114,8013263.333333333
683.309,8090768.333333333
683.505,7952546.666666666
683.701,7996691.666666667
683.897,7992898.333333333
684.092,8028164.999999999
684.288,7985725.0
684.484,8068820.0
684.679,7981830.0
684.875,8007938.333333333
685.07,8025341.666666667
685.266,8059925.0
685.462,7972613.333333333
685.657,8002786.666666667
685.853,8013478.333333334
686.048,7928476.666666667
686.244,7967651.666666667
686.439,7950324.999999999
686.635,7911731.666666666
686.83,7928653.333333333
687.026,7842250.0
687.221,7921178.333333333
687.417,7915500.0
687.612,7918841.666666667
687.807,7893401.666666667
688.003,7913093.333333333
688.198,7854565.0
688.394,7901618.333333333
688.589,7894701.666666666
688.784,7938740.0
688.98,7839328.333333333
689.175,7888470.0
689.37,7840930.0
689.565,7851581.666666666
689.761,7812981.666666666
689.956,7865201.666666666
690.151,7807044.999999999
690.346,7770318.333333334
690.542,7736271.666666666
690.737,7790703.333333333
690.932,7722576.666666666
691.127,7758318.333333334
691.322,7722468.333333333
691.517,7810356.666666666
691.713,7762976.666666667
691.908,7812233.333333333
692.103,7782750.0
692.298,7814551.666666666
692.493,7777305.0
692.688,7826368.333333333
692.883,7745636.666666666
693.078,7776056.666666666
693.273,7748098.333333333
693.468,7766120.0
693.663,7666091.666666667
693.858,7738001.666666667
694.053,7695530.0
694.248,7728604.999999999
694.443,7654868.333333333
694.637,7663340.0
694.832,7682354.999999999
695.027,7666043.333333334
695.222,7628871.666666667
695.417,7681013.333333333
695.612,7627115.0
695.806,7655513.333333333
696.001,7584346.666666667
696.196,7634039.999999999
696.391,7623745.0
696.585,7639146.666666666
696.78,7579786.666666667
696.975,7624738.333333333
697.17,7602176.666666666
697.364,7633828.333333333
697.559,7663571.666666667
697.754,7682733.333333333
697.948,7637115.0
698.143,7665493.333333333
698.337,7631708.333333333
698.532,7672365.0
698.727,7581380.0
698.921,7659803.333333333
699.116,7619526.666666667
699.31,7633115.0
699.505,7553776.666666667
699.699,7635381.666666667
699.894,7583796.666666666
700.088,7585595.0
700.283,7559418.333333334
700.477,7577080.0
700.671,7583751.666666667
700.866,7568815.0
701.06,7551090.0
701.255,7537205.0
701.449,7560336.666666666
701.643,7573485.0
701.838,7534246.666666667
702.032,7524664.999999999
702.226,7486156.666666667
702.421,7503471.666666667
702.615,7458280.0
702.809,7454263.333333333
703.003,7442186.666666667
703.198,7484421.666666666
703.392,7406906.666666667
703.586,7492521.666666666
703.78,7448053.333333333
703.974,7431800.0
704.169,7431246.666666667
704.363,7450280.0
704.557,7411286.666666667
704.751,7441811.666666667
704.945,7431556.666666666
705.139,7472930.0
705.333,7459413.333333334
705.527,7509854.999999999
705.721,7431663.333333334
705.915,7479650.0
706.109,7433376.666666667
706.303,7500963.333333333
706.497,7389396.666666666
706.691,7439080.0
706.885,7398370.0
707.079,7381375.0
707.273,7337778.333333333
707.467,7337091.666666667
707.661,7283766.666666666
707.855,7329258.333333334
708.048,7300931.666666666
708.242,7298750.0
708.436,7274021.666666666
708.63,7325988.333333333
708.824,7255590.0
709.018,7285865.0
709.211,7283693.333333334
709.405,7324190.0
709.599,7287350.0
709.792,7269876.666666667
709.986,7267169.999999999
710.18,7310741.666666666
710.374,7311798.333333333
710.567,7331281.666666667
710.761,7286630.0
710.954,7348035.0
711.148,7290981.666666666
711.342,7352298.333333333
711.535,7253264.999999999
711.729,7299313.333333333
711.922,7261776.666666667
712.116,7300876.666666667
712.309,7181858.333333333
712.503,7283721.666666667
712.696,7267036.666666667
712.89,7211831.666666666
713.083,7259156.666666667
713.277,7274881.666666667
713.47,7192463.333333333
713.664,7241925.0
713.857,7149398.333333333
714.05,7207321.666666667
714.244,7157618.333333333
714.437,7164856.666666666
714.631,7128690.0
714.824,7138923.333333333
715.017,7151638.333333333
715.21,7111121.666666667
715.404,7116900.0
715.597,7159130.0
715.79,7103018.333333333
715.984,7139793.333333334
716.177,7048648.333333333
716.37,7084361.666666666
716.563,7087595.0
716.756,7150085.0
716.949,7115616.666666666
717.143,7145216.666666667
717.336,7072555.0
717.529,7090566.666666667
717.722,7075343.333333333
717.915,7130025.0
718.108,7121618.333333333
718.301,7088843.333333333
718.494,7057506.666666667
718.687,7083361.666666666
718.88,7035750.0
719.073,7106466.666666667
719.266,7084361.666666666
719.459,7101405.0
719.652,7058908.333333333
719.845,7096981.666666666
720.038,7057373.333333333
720.231,7090745.0
720.424,7076264.999999999
720.617,7096705.0
720.809,7047993.333333333
721.002,7089843.333333333
721.195,7062053.333333333
721.388,7093288.333333334
721.581,7037016.666666666
721.774,7073531.666666667
721.966,7057933.333333333
722.159,7107291.666666667
722.352,7024783.333333333
722.544,7044883.333333334
722.737,7016823.333333334
722.93,7070271.666666666
723.123,7026735.0
723.315,7051963.333333333
723.508,7017585.0
723.701,7053041.666666667
723.893,6920756.666666667
724.086,7008143.333333333
724.278,6964296.666666666
724.471,6911134.999999999
724.663,6923818.333333334
724.856,6984363.333333333
725.048,6885808.333333333
725.241,6929921.666666666
725.433,6824168.333333334
725.626,6928368.333333333
725.818,6818925.0
726.011,6888720.0
726.203,6828966.666666667
726.396,6863914.999999999
726.588,6845235.0
726.78,6914636.666666666
726.973,6844525.0
727.165,6818535.0
727.358,6776036.666666667
727.55,6843036.666666667
727.742,6763509.999999999
727.934,6792103.333333334
728.127,6781941.666666667
728.319,6754185.0
728.511,6742006.666666667
728.704,6785951.666666666
728.896,6713211.666666666
729.088,6768083.333333333
729.28,6748716.666666667
729.472,6735753.333333333
729.664,6705248.333333333
729.857,6689206.666666666
730.049,6683263.333333333
730.241,6707326.666666666
730.433,6680301.666666666
730.625,6708993.333333333
730.817,6633218.333333333
731.009,6710830.0
731.201,6670830.0
731.393,6725598.333333333
731.585,6670811.666666667
731.777,6640871.666666667
731.969,6666388.333333333
732.161,6758653.333333333
732.353,6757229.999999999
732.545,6786680.0
732.737,6687783.333333333
732.929,6741613.333333333
733.121,6690741.666666666
733.313,6738153.333333333
733.504,6722383.333333334
733.696,6707716.666666667
733.888,6623630.0
734.08,6685636.666666666
734.272,6594833.333333333
734.463,6632398.333333333
734.655,6566970.0
734.847,6599794.999999999
735.039,6542568.333333334
735.23,6618180.0
735.422,6522683.333333333
735.614,6542735.0
735.805,6514856.666666666
735.997,6527651.666666667
736.189,6439955.0
736.38,6504643.333333333
736.572,6463851.666666667
736.764,6434370.0
736.955,6418843.333333333
737.147,6473616.666666666
737.338,6506643.333333333
737.53,6430125.0
737.721,6452621.666666667
737.913,6443710.0
738.104,6469001.666666667
738.296,6485065.0
738.487,6469875.0
738.679,6503046.666666666
738.87,6472323.333333334
739.061,6531236.666666666
739.253,6477173.333333333
739.444,6505121.666666667
739.636,6446126.666666667
739.827,6458100.0
740.018,6449041.666666667
740.21,6472991.666666666
740.401,6429158.333333333
740.592,6455155.0
740.783,6381871.666666667
740.975,6445313.333333333
741.166,6415963.333333333
741.357,6444338.333333333
741.548,6450651.666666667
741.74,6444153.333333333
741.931,6426288.333333334
742.122,6444186.666666667
742.313,6422578.333333333
742.504,6432880.0
742.695,6414508.333333334
742.886,6454376.666666667
743.077,6368300.0
743.269,6395138.333333334
743.46,6343031.666666667
743.651,6326333.333333333
743.842,6332430.0
744.033,6360991.666666666
744.224,6290268.333333333
744.415,6331596.666666667
744.606,6288651.666666667
744.797,6352210.0
744.987,6257791.666666667
745.178,6329678.333333333
745.369,6257525.0
745.56,6309823.333333334
745.751,6232158.333333333
745.942,6296095.0
746.133,6225413.333333334
746.324,6272536.666666667
746.514,6222153.333333333
746.705,6270335.0
746.896,6226205.0
747.087,6270778.333333333
747.277,6252323.333333334
747.468,6261536.666666667
747.659,6202820.0
747.85,6239259.999999999
748.04,6238615.0
748.231,6256023.333333333
748.422,6252408.333333333
748.612,6239060.0
748.803,6221514.999999999
748.993,6245264.999999999
749.184,6205835.0
749.375,6219563.333333333
749.565,6207541.666666667
749.756,6212115.0
749.946,6205845.0
750.137,6254514.999999999
750.327,6172561.666666667
750.518,6216655.0
750.708,6206715.0
750.899,6191710.0
751.089,6164711.666666666
751.279,6180470.0
751.47,6176586.666666666
751.66,6181341.666666667
751.851,6115240.0
752.041,6133346.666666667
752.231,6105433.333333333
752.422,6124979.999999999
752.612,6087353.333333334
752.802,6054506.666666667
752.993,6032631.666666667
753.183,6055656.666666667
753.373,5979301.666666666
753.563,5992264.999999999
753.754,5955466.666666667
753.944,6008233.333333333
754.134,5896680.0
754.324,5938598.333333333
754.514,5926798.333333333
754.704,5935986.666666666
754.895,5875425.0
755.085,5924866.666666666
755.275,5882463.333333333
755.465,5938530.0
755.655,5879043.333333334
755.845,5929058.333333333
756.035,5869745.0
756.225,5927426.666666666
756.415,5864376.666666667
756.605,5893113.333333333
756.795,5860918.333333334
756.985,5851518.333333333
757.175,5807798.333333333
757.365,5853935.0
757.555,5793330.0
757.745,5814120.0
757.934,5765500.0
758.124,5815628.333333333
758.314,5709478.333333334
758.504,5779328.333333333
758.694,5744495.0
758.884,5766111.666666666
759.073,5732941.666666667
759.263,5730606.666666666
759.453,5717533.333333333
759.643,5723294.999999999
759.832,5695720.0
760.022,5736886.666666666
760.212,5680356.666666666
760.401,5722731.666666666
760.591,5665556.666666666
760.781,5665505.0
760.97,5663683.333333333
761.16,5658655.0
761.35,5650590.0
761.539,5637478.333333334
761.729,5595725.0
761.918,5647063.333333333
762.108,5625970.0
762.297,5655125.0
762.487,5611616.666666666
762.676,5622610.0
762.866,5580791.666666667
763.055,5601148.333333333
763.245,5608248.333333333
763.434,5615431.666666666
763.624,5611506.666666667
763.813,5612558.333333333
764.002,5525376.666666667
764.192,5599663.333333334
764.381,5570533.333333333
764.57,5618681.666666666
764.76,5543375.0
764.949,5592419.999999999
765.138,5571373.333333333
765.328,5592908.333333333
765.517,5559796.666666666
765.706,5553396.666666666
765.895,5513706.666666666
766.085,5524646.666666666
766.274,5491776.666666667
766.463,5484641.666666666
766.652,5433231.666666666
766.841,5444355.0
767.03,5410578.333333333
767.219,5374840.0
767.409,5392616.666666667
767.598,5392620.0
767.787,5335520.0
767.976,5391365.0
768.165,5290925.0
768.354,5323993.333333333
768.543,5262543.333333333
768.732,5321026.666666667
768.921,5255195.0
769.11,5283146.666666667
769.299,5236295.0
769.488,5257455.0
769.677,5194011.666666666
769.865,5244801.666666667
770.054,5189683.333333333
770.243,5211931.666666667
770.432,5191113.333333333
770.621,5199056.666666667
770.81,5160090.0
770.998,5171825.0
771.187,5147800.0
771.376,5138231.666666666
771.565,5116836.666666667
771.754,5141655.0
771.942,5156063.333333333
772.131,5131281.666666666
772.32,5099648.333333333
772.508,5157666.666666667
772.697,5102208.333333333
772.886,5118601.666666667
773.074,5097208.333333333
773.263,5142150.0
773.451,5084356.666666666
773.64,5151481.666666666
773.829,5117998.333333334
774.017,5078693.333333333
774.206,5133985.0
774.394,5141723.333333333
774.583,5109810.0
774.771,5110546.666666666
774.96,5112283.333333333
775.148,5133050.0
775.337,5099703.333333333
775.525,5163920.0
775.713,5066898.333333333
775.902,5138815.0
776.09,5082530.0
776.279,5078526.666666667
776.467,5101231.666666666
776.655,5082240.0
776.844,5019003.333333333
777.032,5034185.0
777.22,5014585.0
777.408,4984460.0
777.597,4957898.333333333
777.785,4947186.666666666
777.973,4861128.333333333
778.161,4899206.666666667
778.35,4847256.666666667
778.538,4836941.666666667
778.726,4774380.0
778.914,4796255.0
779.102,4786766.666666666
779.29,4771100.0
779.478,4733378.333333333
779.666,4742441.666666667
779.854,4700133.333333333
780.043,4717808.333333333
780.231,4668055.0
780.419,4725323.333333333
780.607,4687635.0
780.795,4691430.0
780.983,4689201.666666666
781.17,4689631.666666667
781.358,4687635.0
781.546,4693573.333333333
781.734,4690768.333333333
781.922,4682571.666666667
782.11,4673685.0
782.298,4662301.666666667
782.486,4681926.666666667
782.674,4688941.666666667
782.861,4657635.0
783.049,4703765.0
783.237,4624513.333333334
783.425,4656573.333333333
783.612,4624505.0
783.8,4617085.0
783.988,4636483.333333333
784.176,4625970.0
784.363,4561885.0
784.551,4608750.0
784.739,4563633.333333333
784.926,4555475.0
785.114,4530811.666666666
785.301,4558001.666666666
785.489,4489108.333333333
785.677,4547970.0
785.864,4488086.666666667
786.052,4478643.333333333
786.239,4503876.666666666
786.427,4509980.0
786.614,4440380.0
786.802,4500918.333333333
786.989,4439236.666666666
787.177,4502971.666666667
787.364,4440445.0
787.551,4483540.0
787.739,4440441.666666667
787.926,4465033.333333333
788.114,4428590.0
788.301,4449161.666666667
788.488,4399328.333333333
788.676,4436290.0
788.863,4399161.666666667
789.05,4377281.666666666
789.238,4337956.666666667
789.425,4366796.666666666
789.612,4272788.333333333
789.799,4311896.666666667
789.986,4246536.666666667
790.174,4270500.0
790.361,4219693.333333333
790.548,4239678.333333333
790.735,4209580.0
790.922,4202040.0
791.109,4173655.0
791.296,4191268.3333333335
791.484,4176573.333333333
791.671,4198876.666666666
791.858,4137953.3333333335
792.045,4158910.0
792.232,4173986.6666666665
792.419,4165420.0
792.606,4148008.333333333
792.793,4145553.333333333
792.98,4121590.0
793.167,4124394.9999999995
793.353,4081004.9999999995
793.54,4121646.666666667
793.727,4080790.0
793.914,4101735.0
794.101,4050965.0
794.288,4108301.666666667
794.475,4050486.6666666665
794.662,4046163.333333333
794.848,4005715.0
795.035,4024185.0
795.222,4028540.0
795.409,4047583.333333333
795.595,3983010.0
795.782,4015241.6666666665
795.969,4007780.0
796.155,4011991.6666666665
796.342,3990348.3333333335
796.529,4022583.333333333
796.715,3955683.333333333
796.902,4015610.0
797.089,3987211.6666666665
797.275,4004500.0
797.462,4001239.9999999995
797.648,4029786.666666667
797.835,3961308.333333333
798.021,4023518.3333333335
798.208,4001473.3333333335
798.394,4043868.333333333
798.581,4001653.333333333
798.767,4005753.3333333335
798.954,3971428.333333333
799.14,4022048.3333333335
799.327,3999045.0
799.513,4040855.0
799.699,3993253.3333333335
799.886,4055105.0
800.072,3991550.0
800.258,4043421.6666666665
800.445,3998666.6666666665
800.631,4018973.3333333335
800.817,3995813.3333333335
801.004,4034099.9999999995
801.19,3983908.3333333335
801.376,4020095.0
801.562,3983508.333333333
801.749,4024168.333333333
801.935,3969753.3333333335
802.121,4022625.0
802.307,3973906.6666666665
802.493,3971084.9999999995
802.679,3978146.666666667
802.866,4018406.6666666665
803.052,3979723.3333333335
803.238,4006148.333333333
803.424,3934541.6666666665
803.61,3959171.6666666665
803.796,3954963.333333333
803.982,3958256.6666666665
804.168,3941430.0
804.354,3987318.333333333
804.54,3948996.6666666665
804.726,3949741.6666666665
804.912,3927858.3333333335
805.098,3992993.333333333
805.283,3936228.333333333
805.469,3952341.6666666665
805.655,3975218.3333333335
805.841,3980361.6666666665
806.027,3975685.0
806.213,3986536.666666667
806.399,4005285.0
806.584,3990891.6666666665
806.77,3998783.3333333335
806.956,4016935.0
807.142,3983573.333333333
807.327,4012753.3333333335
807.513,3994175.0
807.699,4009101.6666666665
807.884,3987345.0
808.07,3981280.0
808.256,3963493.333333333
808.441,3990793.333333333
808.627,3959421.6666666665
808.813,4018108.3333333335
808.998,3970503.3333333335
809.184,4001216.6666666665
809.369,3962141.6666666665
809.555,3976091.6666666665
809.74,3953526.6666666665
809.926,4010306.6666666665
810.111,3962325.0
810.297,3994080.0
810.482,3948879.9999999995
810.668,3950765.0
810.853,3956986.6666666665
811.039,3976716.6666666665
811.224,3926275.0
811.409,3973128.3333333335
811.595,3939023.333333333
811.78,3948023.333333333
811.965,3919276.6666666665
812.151,3945739.9999999995
812.336,3886431.6666666665
812.521,3930245.0
812.706,3903238.3333333335
812.892,3918185.0
813.077,3891766.6666666665
813.262,3902190.0
813.447,3885891.6666666665
813.633,3900521.666666667
813.818,3881076.6666666665
814.003,3882058.333333333
814.188,3833153.333333333
814.373,3880269.9999999995
814.558,3873010.0
814.743,3892848.3333333335
814.928,3826351.6666666665
815.113,3864358.3333333335
815.298,3832241.6666666665
815.483,3870935.0
815.668,3848308.333333333
815.853,3849694.9999999995
816.038,3832388.3333333335
816.223,3840881.6666666665
816.408,3854226.6666666665
816.593,3863913.333333333
816.778,3850694.9999999995
816.963,3855783.3333333335
817.148,3841781.6666666665
817.333,3833586.6666666665
817.518,3836198.333333333
817.702,3834846.666666667
817.887,3788825.0
818.072,3808393.3333333335
818.257,3781626.6666666665
818.442,3808465.0
818.626,3777233.3333333335
818.811,3801071.6666666665
818.996,3732858.3333333335
819.18,3785330.0
819.365,3735366.6666666665
819.55,3771461.6666666665
819.734,3731560.0
819.919,3752870.0
820.104,3732181.6666666665
820.288,3776885.0
820.473,3715436.6666666665
820.657,3747675.0
820.842,3721560.0
821.026,3741861.6666666665
821.211,3705239.9999999995
821.396,3751681.6666666665
821.58,3725263.3333333335
821.764,3753470.0
821.949,3732581.666666667
822.133,3746955.0
822.318,3731048.3333333335
822.502,3751006.6666666665
822.687,3742281.6666666665
822.871,3751290.0
823.055,3713565.0
823.24,3727126.6666666665
823.424,3688140.0
823.608,3735611.6666666665
823.793,3665875.0
823.977,3697810.0
824.161,3659285.0
824.345,3676856.6666666665
824.53,3653211.6666666665
824.714,3677050.0
824.898,3609628.3333333335
825.082,3631991.6666666665
825.266,3569061.6666666665
825.45,3627536.666666667
825.635,3572996.6666666665
825.819,3595090.0
826.003,3577618.333333333
826.187,3594995.0
826.371,3565156.6666666665
826.555,3567228.333333333
826.739,3560906.6666666665
826.923,3558476.6666666665
827.107,3538129.9999999995
827.291,3560196.6666666665
827.475,3519021.666666667
827.659,3564278.333333333
827.843,3544065.0
828.027,3541843.3333333335
828.211,3514978.333333333
828.395,3565916.6666666665
828.578,3531625.0
828.762,3570463.333333333
828.946,3542140.0
829.13,3533535.0
829.314,3504628.3333333335
829.498,3523838.333333333
829.681,3526450.0
829.865,3559730.0
830.049,3507451.6666666665
830.233,3525531.6666666665
830.416,3477083.3333333335
830.6,3511841.6666666665
830.784,3471986.6666666665
830.967,3467498.3333333335
831.151,3468796.6666666665
831.335,3479731.6666666665
831.518,3412190.0
831.702,3448870.0
831.885,3408480.0
832.069,3418463.333333333
832.252,3399823.333333333
832.436,3410076.6666666665
832.619,3393283.3333333335
832.803,3403050.0
832.986,3382173.3333333335
833.17,3398360.0
833.353,3394966.6666666665
833.537,3377271.666666667
833.72,3376476.6666666665
833.904,3369261.6666666665
