Wavelength(nm),Intensity
671.538,45891.03
671.735,45596.4
671.932,45743.16
672.128,45384.34
672.325,45785.27
672.521,45668.94
672.718,45384.13
672.914,45811.42
673.111,45740.72
673.307,45087.5
673.504,45574.49
673.7,45268.42
673.897,45452.7
674.093,45247.92
674.29,45255.38
674.486,45041.65
674.682,45140.28
674.879,44682.87
675.075,44979.7
675.272,44493.02
675.468,44969.3
675.664,44591.77
675.861,44699.72
676.057,44127.05
676.253,44651.55
676.449,44260.08
676.646,44469.92
676.842,44414.62
677.038,44637.79
677.234,44160.96
677.43,44577.44
677.627,44209.07
677.823,44710.25
678.019,44406.6
678.215,44436.97
678.411,44119.7
678.607,44437.64
678.803,43734.74
678.999,44109.07
679.196,43528.47
679.392,43892.97
679.588,43640.86
679.784,43924.22
679.98,43524.82
680.176,43653.54
680.372,43411.65
680.568,43845.39
680.763,43512.49
680.959,43545.4
681.155,43568.49
681.351,43867.76
681.547,43525.68
681.743,43907.59
681.939,43904.19
682.135,44105.2
682.33,43683.75
682.526,44090.31
682.722,43557.47
682.918,43612.11
683.114,43651.08
683.309,44055.74
683.505,43326.83
683.701,43530.64
683.897,43486.65
684.092,43587.35
684.288,43380.89
684.484,43694.97
684.679,43145.27
684.875,43236.88
685.07,43332.46
685.266,43431.58
685.462,42977.77
685.657,43175.19
685.853,43281.63
686.048,42837.36
686.244,43039.56
686.439,42939.41
686.635,42664.45
686.83,42714.75
687.026,42237.08
687.221,42640.94
687.417,42519.39
687.612,42497.32
687.807,42364.4
688.003,42366.55
688.198,42036.44
688.394,42193.25
688.589,42057.31
688.784,42308.92
688.98,41755.11
689.175,41997.28
689.37,41866.71
689.565,41924.19
689.761,41782.21
689.956,42179.02
690.151,41948.58
690.346,41774.59
690.542,41633.28
690.737,41955.51
690.932,41580.56
691.127,41753.13
691.322,41548.47
691.517,41991.28
691.713,41752.82
691.908,41999.09
692.103,41848.38
692.298,42080.17
692.493,41884.99
692.688,42262.05
692.883,41923.13
693.078,42104.93
693.273,42025.89
693.468,42172.86
693.663,41747.43
693.858,42133.39
694.053,41859.93
694.248,42085.72
694.443,41759.29
694.637,41802.93
694.832,41916.72
695.027,41830.89
695.222,41693.47
695.417,42081.86
695.612,41775.08
695.806,41913.32
696.001,41521.7
696.196,41736.11
696.391,41674.61
696.585,41627.58
696.78,41206.69
696.975,41277.05
697.17,41080.26
697.364,41089.5
697.559,41121.51
697.754,41143.04
697.948,40821.14
698.143,41026.57
698.337,40813.54
698.532,41023.58
698.727,40585.72
698.921,41027.57
699.116,40851.77
699.31,41022.33
699.505,40675.4
699.699,41249.37
699.894,41031.48
700.088,41091.98
700.283,41007.77
700.477,41181.48
700.671,41269.13
700.866,41217.19
701.06,41146.29
701.255,41129.03
701.449,41305.99
701.643,41367.62
701.838,41148.22
702.032,41092.12
702.226,40768.99
702.421,40767.95
702.615,40438.35
702.809,40409.92
703.003,40209.1
703.198,40354.3
703.392,39807.49
703.586,40219.11
703.78,39891.62
703.974,39720.95
704.169,39702.17
704.363,39712.77
704.557,39450.27
704.751,39567.76
704.945,39375.15
705.139,39555.08
705.333,39491.08
705.527,39612.94
705.721,39196.42
705.915,39465.32
706.109,39244.9
706.303,39593.77
706.497,39037.68
706.691,39379.96
706.885,39205.08
707.079,39204.74
707.273,38969.51
707.467,39143.99
707.661,38936.47
707.855,39334.11
708.048,39300.97
708.242,39362.47
708.436,39303.34
708.63,39692.83
708.824,39289.32
709.018,39398.17
709.211,39388.15
709.405,39479.53
709.599,39215.94
709.792,39055.25
709.986,38908.87
710.18,39058.26
710.374,38964.63
710.567,39092.3
710.761,38707.51
710.954,39032.87
711.148,38711.89
711.342,39090.4
711.535,38582.83
711.729,38799.18
711.922,38637.22
712.116,38877.98
712.309,38285.03
712.503,38841.22
712.696,38752.4
712.89,38461.51
713.083,38772.57
713.277,38839.93
713.47,38433.24
713.664,38705.73
713.857,38123.06
714.05,38497.94
714.244,38309.42
714.437,38302.05
714.631,38110.77
714.824,38197.85
715.017,38204.94
715.21,37983.12
715.404,37941.53
715.597,38158.65
715.79,37786.54
715.984,37908.8
716.177,37382.47
716.37,37566.71
716.563,37486.67
716.756,37777.01
716.949,37571.99
717.143,37735.67
717.336,37326.58
717.529,37425.23
717.722,37282.45
717.915,37524.32
718.108,37525.54
718.301,37347.86
718.494,37165.65
718.687,37280.69
718.88,37153.45
719.073,37541.6
719.266,37390.23
719.459,37507.95
719.652,37280.2
719.845,37443.56
720.038,37214.48
720.231,37436.54
720.424,37272.09
720.617,37371.23
720.809,37107.1
721.002,37221.91
721.195,37077.37
721.388,37194.08
721.581,36902.72
721.774,37184.58
721.966,37070.85
722.159,37313.66
722.352,36913.61
722.544,37042.84
722.737,36849.3
722.93,37177.02
723.123,36990.0
723.315,37113.78
723.508,36992.4
723.701,37186.58
723.893,36530.85
724.086,37078.31
724.278,36921.11
724.471,36721.47
724.663,36787.58
724.856,37236.43
725.048,36670.35
725.241,37013.37
725.433,36387.08
725.626,36995.45
725.818,36423.33
726.011,36775.41
726.203,36393.65
726.396,36514.18
726.588,36413.48
726.78,36752.72
726.973,36426.83
727.165,36297.48
727.358,36062.19
727.55,36504.75
727.742,36118.36
727.934,36375.2
728.127,36312.84
728.319,36141.14
728.511,36078.98
728.704,36356.07
728.896,35968.41
729.088,36215.03
729.28,36072.78
729.472,35961.24
729.664,35805.78
729.857,35685.51
730.049,35675.45
730.241,35753.99
730.433,35632.09
730.625,35744.34
730.817,35417.16
731.009,35850.33
731.201,35688.19
731.393,35902.06
731.585,35667.09
731.777,35439.73
731.969,35537.19
732.161,35980.04
732.353,35983.26
732.545,36042.2
732.737,35497.24
732.929,35659.87
733.121,35470.69
733.313,35693.88
733.504,35684.58
733.696,35618.46
733.888,35308.88
734.08,35796.4
734.272,35377.57
734.463,35609.22
734.655,35268.81
734.847,35459.29
735.039,35221.74
735.23,35666.64
735.422,35103.82
735.614,35264.85
735.805,35135.3
735.997,35203.48
736.189,34747.74
736.38,35171.75
736.572,34904.43
736.764,34795.62
736.955,34735.49
737.147,34994.52
737.338,35160.43
737.53,34710.14
737.721,34777.78
737.913,34684.36
738.104,34789.74
738.296,34806.25
738.487,34681.04
738.679,34748.7
738.87,34584.8
739.061,34873.2
739.253,34617.14
739.444,34738.95
739.636,34512.1
739.827,34620.42
740.018,34666.95
740.21,34840.23
740.401,34725.32
740.592,34795.17
740.783,34430.33
740.975,34795.03
741.166,34581.57
741.357,34703.07
741.548,34655.64
741.74,34556.99
741.931,34432.41
742.122,34516.24
742.313,34288.32
742.504,34333.21
742.695,34252.73
742.886,34553.82
743.077,34107.57
743.269,34275.17
743.46,34058.21
743.651,34028.49
743.842,34060.05
744.033,34228.36
744.224,33940.41
744.415,34137.59
744.606,33921.65
744.797,34312.9
744.987,33830.09
745.178,34249.72
745.369,33943.61
745.56,34222.87
745.751,33875.08
745.942,34205.03
746.133,33877.87
746.324,34172.59
746.514,33863.51
746.705,34084.98
746.896,33791.4
747.087,33926.53
747.277,33792.77
747.468,33760.93
747.659,33355.94
747.85,33408.49
748.04,33390.94
748.231,33388.48
748.422,33384.76
748.612,33252.46
748.803,33088.78
748.993,33236.16
749.184,32944.46
749.375,33069.78
749.565,32927.57
749.756,32925.85
749.946,32822.16
750.137,33086.24
750.327,32616.56
750.518,32844.46
750.708,32713.43
750.899,32705.61
751.089,32561.6
751.279,32587.52
751.47,32605.32
751.66,32690.09
751.851,32385.14
752.041,32523.52
752.231,32439.58
752.422,32606.88
752.612,32412.32
752.802,32335.56
752.993,32248.65
753.183,32376.34
753.373,32025.07
753.563,32160.19
753.754,31963.04
753.944,32244.9
754.134,31681.97
754.324,31846.47
754.514,31813.66
754.704,31879.31
754.895,31535.26
755.085,31775.18
755.275,31569.68
755.465,31817.47
755.655,31479.49
755.845,31753.49
756.035,31444.41
756.225,31713.68
756.415,31434.86
756.605,31637.94
756.795,31442.61
756.985,31416.72
757.175,31217.02
757.365,31452.27
757.555,31149.13
757.745,31260.28
757.934,31028.28
758.124,31270.58
758.314,30655.37
758.504,31032.17
758.694,30747.83
758.884,30787.93
759.073,30632.7
759.263,30503.74
759.453,30402.01
759.643,30440.13
759.832,30167.03
760.022,30333.53
760.212,30044.23
760.401,30295.64
760.591,29988.51
760.781,30005.22
760.97,30009.79
761.16,30079.19
761.35,30001.33
761.539,29978.96
761.729,29869.13
761.918,30096.11
762.108,30035.2
762.297,30146.77
762.487,29909.05
762.676,29986.21
762.866,29678.06
763.055,29792.07
763.245,29724.07
763.434,29690.26
763.624,29722.03
763.813,29633.0
764.002,29126.7
764.192,29443.6
764.381,29199.1
764.57,29400.19
764.76,29011.63
764.949,29218.94
765.138,29115.77
765.328,29235.84
765.517,29084.72
765.706,29050.7
765.895,28883.63
766.085,28981.93
766.274,28844.84
766.463,28839.8
766.652,28648.79
766.841,28780.74
767.03,28612.13
767.219,28451.81
767.409,28570.49
767.598,28629.7
767.787,28394.84
767.976,28627.43
768.165,28087.73
768.354,28292.71
768.543,27961.26
768.732,28259.06
768.921,27927.39
769.11,28043.0
769.299,27797.57
769.488,27840.23
769.677,27532.19
769.865,27778.63
770.054,27487.61
770.243,27583.23
770.432,27450.03
770.621,27513.7
770.81,27220.41
770.998,27248.02
771.187,27173.68
771.376,27127.78
771.565,26967.26
771.754,27090.75
771.942,27173.47
772.131,27073.31
772.32,26882.66
772.508,27191.8
772.697,26970.62
772.886,27029.38
773.074,27007.4
773.263,27260.02
773.451,26852.9
773.64,27171.49
773.829,27001.14
774.017,26756.59
774.206,27006.77
774.394,26929.48
774.583,26770.57
774.771,26690.15
774.96,26658.08
775.148,26793.86
775.337,26571.76
775.525,26885.47
775.713,26360.33
775.902,26708.17
776.09,26433.03
776.279,26408.49
776.467,26489.1
776.655,26383.14
776.844,26121.12
777.032,26217.21
777.22,26148.07
777.408,26075.39
777.597,26004.12
777.785,25991.63
777.973,25623.24
778.161,25877.37
778.35,25699.71
778.538,25716.79
778.726,25439.54
778.914,25604.3
779.102,25617.45
779.29,25584.02
779.478,25438.02
779.666,25532.35
779.854,25331.57
780.043,25417.71
780.231,25126.12
780.419,25401.84
780.607,25242.07
780.795,25181.78
780.983,25159.44
781.17,25117.86
781.358,25062.69
781.546,25055.4
781.734,24967.99
781.922,24873.17
782.11,24739.5
782.298,24599.97
782.486,24645.81
782.674,24646.81
782.861,24435.11
783.049,24599.09
783.237,24176.64
783.425,24310.1
783.612,24142.83
783.8,24098.51
783.988,24146.96
784.176,24147.47
784.363,23813.08
784.551,24068.28
784.739,23803.15
784.926,23849.91
785.114,23705.03
785.301,23895.74
785.489,23602.53
785.677,23910.91
785.864,23695.43
786.052,23631.47
786.239,23785.39
786.427,23859.04
786.614,23489.05
786.802,23768.58
786.989,23443.69
787.177,23775.95
787.364,23403.37
787.551,23608.41
787.739,23383.19
787.926,23448.32
788.114,23196.83
788.301,23368.12
788.488,23086.65
788.676,23289.42
788.863,23143.31
789.05,22985.05
789.238,22833.83
789.425,23028.22
789.612,22578.77
789.799,22789.43
789.986,22475.84
790.174,22650.0
790.361,22393.96
790.548,22502.49
790.735,22352.27
790.922,22363.33
791.109,22234.71
791.296,22326.65
791.484,22301.11
791.671,22390.95
791.858,22072.64
792.045,22203.38
792.232,22308.97
792.419,22244.6
792.606,22169.1
792.793,22142.96
792.98,22039.5
793.167,22014.54
793.353,21775.54
793.54,21954.82
793.727,21741.15
793.914,21813.63
794.101,21567.28
794.288,21902.14
794.475,21583.77
794.662,21578.67
794.848,21411.94
795.035,21547.33
795.222,21639.53
795.409,21754.96
795.595,21425.25
795.782,21663.56
795.969,21599.43
796.155,21618.48
796.342,21585.32
796.529,21768.27
796.715,21436.19
796.902,21712.44
797.089,21511.58
797.275,21632.04
797.462,21531.89
797.648,21673.84
797.835,21286.67
798.021,21580.98
798.208,21396.77
798.394,21620.49
798.581,21342.02
798.767,21360.62
798.954,21232.93
799.14,21494.6
799.327,21397.22
799.513,21632.26
799.699,21364.43
799.886,21712.67
800.072,21409.85
800.258,21668.47
800.445,21445.51
800.631,21547.37
800.817,21453.93
801.004,21628.04
801.19,21305.67
801.376,21570.29
801.562,21349.05
801.749,21509.65
801.935,21252.83
802.121,21541.07
802.307,21268.19
802.493,21270.86
802.679,21311.82
802.866,21588.72
803.052,21374.12
803.238,21567.91
803.424,21212.22
803.61,21335.86
803.796,21369.1
803.982,21430.5
804.168,21353.64
804.354,21569.59
804.54,21380.05
804.726,21357.61
804.912,21219.25
805.098,21534.18
805.283,21198.11
805.469,21235.1
805.655,21334.3
805.841,21304.26
806.027,21249.07
806.213,21291.85
806.399,21346.45
806.584,21219.62
806.77,21284.46
806.956,21281.65
807.142,21108.11
807.327,21244.99
807.513,21147.63
807.699,21179.85
807.884,21076.42
808.07,21061.84
808.256,20900.15
808.441,21065.94
808.627,20875.52
808.813,21152.5
808.998,20900.22
809.184,21042.14
809.369,20809.59
809.555,20867.18
809.74,20730.05
809.926,21006.16
810.111,20745.96
810.297,20870.17
810.482,20622.9
810.668,20632.94
810.853,20649.69
811.039,20732.2
811.224,20434.1
811.409,20684.22
811.595,20553.37
811.78,20567.05
811.965,20408.4
812.151,20573.2
812.336,20300.37
812.521,20534.94
812.706,20430.68
812.892,20508.4
813.077,20412.78
813.262,20504.83
813.447,20460.6
813.633,20566.99
813.818,20520.69
814.003,20524.97
814.188,20277.37
814.373,20554.29
814.558,20515.01
814.743,20631.54
814.928,20295.41
815.113,20469.02
815.298,20307.53
815.483,20514.01
815.668,20334.46
815.853,20344.7
816.038,20255.84
816.223,20279.17
816.408,20282.84
816.593,20347.31
816.778,20245.07
816.963,20256.81
817.148,20156.56
817.333,20092.17
817.518,20059.22
817.702,20079.92
817.887,19824.6
818.072,19960.73
818.257,19764.47
818.442,19940.6
818.626,19827.28
818.811,19958.46
818.996,19619.52
819.18,19895.73
819.365,19646.76
819.55,19872.87
819.734,19618.43
819.919,19737.79
820.104,19624.41
820.288,19783.79
820.473,19451.28
820.657,19567.87
820.842,19384.15
821.026,19460.23
821.211,19250.66
821.396,19398.79
821.58,19272.51
821.764,19390.02
821.949,19239.74
822.133,19333.29
822.318,19284.61
822.502,19356.25
822.687,19336.59
822.871,19369.79
823.055,19229.13
823.24,19322.99
823.424,19154.2
823.608,19445.52
823.793,19137.51
823.977,19302.1
824.161,19161.31
824.345,19250.19
824.53,19117.27
824.714,19244.8
824.898,18844.24
825.082,18955.55
825.266,18616.81
825.45,18922.62
825.635,18601.13
825.819,18710.9
826.003,18592.95
826.187,18675.73
826.371,18491.27
826.555,18525.49
826.739,18431.82
826.923,18423.87
827.107,18307.57
827.291,18393.6
827.475,18183.71
827.659,18411.2
827.843,18271.75
828.027,18301.24
828.211,18149.3
828.395,18400.67
828.578,18198.15
828.762,18403.19
828.946,18266.34
829.13,18203.14
829.314,18105.66
829.498,18193.99
829.681,18238.35
829.865,18450.35
830.049,18210.76
830.233,18341.54
830.416,18139.43
830.6,18353.89
830.784,18187.15
830.967,18222.58
831.151,18281.29
831.335,18321.11
831.518,18012.37
831.702,18191.35
831.885,17974.41
832.069,18039.16
832.252,17983.27
832.436,17988.05
832.619,17883.8
832.803,17946.31
832.986,17790.5
833.17,17847.35
833.353,17760.9
833.537,17703.38
833.72,17701.33
833.904,17647.32
834.087,17581.56
834.27,17804.96
834.454,17549.0
834.637,17630.67
834.82,17554.33
835.004,17777.84
835.187,17390.92
835.37,17628.07
835.553,17487.87
835.737,17604.87
835.92,17376.32
836.103,17605.48
836.286,17436.08
836.469,17456.6
836.653,17265.97
836.836,17507.65
837.019,17242.79
837.202,17386.09
837.385,17388.28
837.568,17481.03
837.751,17253.99
837.934,17281.13
838.117,17089.83
838.3,17305.17
838.483,17200.81
838.666,17219.97
838.849,17001.72
839.032,17089.93
839.215,16945.71
839.398,17085.53
839.581,16857.14
839.764,16952.02
839.947,16920.05
840.129,16905.94
840.312,16885.44
840.495,16851.98
840.678,16798.87
840.861,16958.78
841.043,16735.98
841.226,16827.71
841.409,16796.54
841.592,16677.28
841.774,16642.3
841.957,16854.41
842.14,16695.22
842.322,16783.96
842.505,16666.12
842.687,16814.13
842.87,16472.28
843.053,16774.44
843.235,16568.78
843.418,16763.2
843.6,16507.69
843.783,16645.93
843.965,16421.02
844.148,16517.28
844.33,16491.9
844.513,16429.56
844.695,16408.57
844.878,16377.67
845.06,16172.56
845.242,16356.82
845.425,16199.29
845.607,16284.38
845.789,16135.33
845.972,16287.58
846.154,16033.53
846.336,16176.1
846.519,16065.68
846.701,16114.73
846.883,15925.72
847.065,16075.53
847.247,15978.52
847.43,16201.91
847.612,15983.25
847.794,16083.29
847.976,15845.21
848.158,16164.33
848.34,16057.14
848.522,16079.93
848.704,15835.94
848.886,15965.47
849.069,15941.92
849.251,15861.13
849.433,15809.17
849.615,15997.42
849.797,15770.07
849.978,15959.2
850.16,15654.63
850.342,15767.62
850.524,15628.85
850.706,15793.3
850.888,15607.08
851.07,15698.05
851.252,15601.18
851.434,15700.2
851.615,15522.0
851.797,15654.45
851.979,15564.81
852.161,15583.2
852.342,15472.18
852.524,15501.38
852.706,15372.48
852.887,15506.87
853.069,15401.48
853.251,15585.82
853.432,15317.82
853.614,15442.24
853.796,15402.16
853.977,15462.16
854.159,15309.38
854.34,15330.6
854.522,15303.55
854.703,15290.3
854.885,15101.31
855.066,15335.58
855.248,15253.19
855.429,15170.55
855.611,15157.83
855.792,15209.96
855.974,14902.47
856.155,15272.17
856.336,14854.43
856.518,15106.49
856.699,14880.68
856.881,14947.96
857.062,14790.41
857.243,14912.73
857.424,14812.98
857.606,14899.63
857.787,14810.91
857.968,14899.44
858.149,14884.53
858.331,14770.93
858.512,14647.19
858.693,14815.97
858.874,14716.17
859.055,14622.88
859.236,14587.27
859.417,14713.24
859.598,14535.17
859.779,14663.27
859.961,14466.21
860.142,14650.31
860.323,14415.96
860.504,14499.33
860.685,14492.18
860.865,14496.48
861.046,14353.06
861.227,14485.96
861.408,14319.42
861.589,14386.04
861.77,14130.25
861.951,14322.53
862.132,14128.48
862.313,14263.04
862.493,13972.39
862.674,14155.74
862.855,13842.51
863.036,14084.23
863.216,13871.53
863.397,13951.38
863.578,13688.44
863.759,13892.29
863.939,13687.35
864.12,13793.07
864.301,13583.31
864.481,13541.13
864.662,13503.12
864.842,13567.22
865.023,13473.05
865.204,13506.95
865.384,13347.9
865.565,13380.01
865.745,13301.25
865.926,13427.28
866.106,13145.99
866.287,13356.54
866.467,13169.58
866.648,13199.87
866.828,13187.85
867.008,13197.17
867.189,13103.15
867.369,13151.38
867.549,13121.33
867.73,13017.54
867.91,12986.41
868.09,13120.29
868.271,12838.0
868.451,12949.61
868.631,12789.81
868.811,12908.37
868.992,12788.31
869.172,12755.03
869.352,12704.86
869.532,12671.7
869.712,12562.75
869.892,12695.83
870.073,12494.7
870.253,12517.1
870.433,12407.8
870.613,12491.46
870.793,12322.18
870.973,12402.35
871.153,12220.06
871.333,12328.38
871.513,12165.04
871.693,12241.14
871.873,12216.62
872.053,12313.7
872.233,12075.74
872.412,12158.15
872.592,12062.84
872.772,12155.82
872.952,12141.14
873.132,12169.87
873.312,12120.66
873.492,12268.15
873.671,11991.31
873.851,12215.95
874.031,11992.6
874.211,12135.4
874.39,12076.81
874.57,12084.82
874.75,11923.03
874.929,12152.85
875.109,12019.42
875.289,12020.18
875.468,11959.71
875.648,12068.47
875.827,11932.75
876.007,11979.76
876.186,11897.04
876.366,11959.64
876.545,11737.71
876.725,11860.67
876.904,11791.12
877.084,11833.65
877.263,11644.67
877.443,11760.42
877.622,11604.26
877.802,11666.38
877.981,11441.88
878.16,11610.75
878.34,11520.31
878.519,11399.44
878.698,11376.16
878.878,11430.22
879.057,11353.16
879.236,11390.98
879.415,11302.14
879.595,11328.07
879.774,11292.17
879.953,11240.75
880.132,11106.21
880.311,11127.45
880.49,11118.67
880.67,11158.91
880.849,11065.52
881.028,11151.17
881.207,11036.48
881.386,11155.1
881.565,11048.73
881.744,11082.21
881.923,11010.9
882.102,11164.01
882.281,11058.15
882.46,11155.47
882.639,11095.32
882.818,11147.69
882.997,10996.22
883.176,11180.66
883.354,11126.31
883.533,11062.41
883.712,11091.16
883.891,11216.72
884.07,11119.75
884.249,11167.35
884.427,11013.44
884.606,11079.24
884.785,11010.92
884.964,11147.22
885.142,10962.9
885.321,11091.02
885.5,10961.75
885.678,11041.09
885.857,10891.65
886.036,11009.84
886.214,10942.83
886.393,10948.11
886.571,10789.25
886.75,10906.07
886.928,10823.74
887.107,10869.67
887.285,10751.3
887.464,10816.61
887.642,10702.7
887.821,10733.53
887.999,10651.75
888.178,10674.52
888.356,10626.4
888.534,10689.33
888.713,10583.63
888.891,10588.65
889.07,10519.39
889.248,10633.89
889.426,10481.15
889.604,10559.78
889.783,10445.11
889.961,10490.76
890.139,10439.01
890.317,10493.93
890.496,10389.2
890.674,10522.32
890.852,10419.94
891.03,10483.65
891.208,10358.54
891.386,10530.12
891.564,10428.79
891.742,10525.02
891.921,10399.38
892.099,10505.75
892.277,10374.68
892.455,10420.12
892.633,10439.29
892.811,10430.0
892.989,10371.94
893.167,10404.03
893.344,10327.84
893.522,10450.72
893.7,10405.79
893.878,10444.13
894.056,10298.6
894.234,10344.49
894.412,10310.91
894.589,10402.53
894.767,10220.57
894.945,10428.44
895.123,10282.17
895.301,10390.33
895.478,10303.86
895.656,10358.85
895.834,10220.26
896.011,10266.47
896.189,10304.64
896.367,10331.98
896.544,10219.83
896.722,10302.67
896.899,10258.77
897.077,10213.87
897.255,10178.89
897.432,10267.45
897.61,10208.98
897.787,10254.12
897.965,10137.83
898.142,10230.52
898.32,10196.51
898.497,10182.99
898.674,10089.46
898.852,10117.31
899.029,10097.18
899.207,10089.46
899.384,10007.11
899.561,10065.74
899.739,10021.82
899.916,10163.13
900.093,9974.12
900.27,10078.28
900.448,9981.04
900.625,10044.12
900.802,10043.77
900.979,10022.57
901.156,9944.69
901.334,9956.18
901.511,9897.5
901.688,9969.12
901.865,9808.91
902.042,9936.33
902.219,9805.55
902.396,9839.79
902.573,9831.72
902.75,9811.06
902.927,9722.96
903.104,9802.05
903.281,9759.02
903.458,9728.91
903.635,9692.54
903.812,9688.37
903.989,9596.8
904.166,9641.38
904.343,9569.95
904.52,9593.81
904.696,9501.22
904.873,9606.96
905.05,9544.6
905.227,9623.03
905.404,9591.52
905.58,9580.17
905.757,9566.39
905.934,9575.73
906.111,9507.39
906.287,9536.94
906.464,9465.36
906.641,9534.46
906.817,9406.65
906.994,9542.9
907.17,9347.91
907.347,9460.69
907.524,9434.46
907.7,9504.15
907.877,9436.71
908.053,9413.69
908.23,9404.6
908.406,9445.25
908.583,9468.68
908.759,9478.43
908.935,9352.09
909.112,9450.35
909.288,9399.31
909.465,9540.46
909.641,9497.88
909.817,9588.49
909.994,9459.87
910.17,9529.28
910.346,9438.29
910.523,9503.27
910.699,9413.36
910.875,9524.86
911.051,9500.71
911.228,9470.81
911.404,9429.11
911.58,9482.69
911.756,9337.73
911.932,9409.72
912.108,9346.83
912.284,9340.03
912.46,9290.67
912.637,9333.88
912.813,9212.87
912.989,9281.02
913.165,9166.77
913.341,9202.1
913.517,9116.04
913.693,9260.91
913.869,9078.13
914.044,9082.88
914.22,9015.18
914.396,9065.5
914.572,8961.81
914.748,9034.96
914.924,8870.16
915.1,8990.79
915.276,8889.33
915.451,8849.89
915.627,8866.0
915.803,8835.59
915.979,8741.77
916.154,8793.48
916.33,8761.09
916.506,8754.35
916.681,8737.78
916.857,8775.5
917.033,8716.4
917.208,8757.05
917.384,8657.75
917.56,8716.15
917.735,8680.31
917.911,8782.51
918.086,8693.61
918.262,8686.31
918.437,8648.26
918.613,8781.83
918.788,8663.99
918.964,8777.04
919.139,8606.18
919.314,8706.94
919.49,8632.37
919.665,8726.27
919.841,8620.45
920.016,8634.75
920.191,8562.06
920.367,8620.7
920.542,8572.3
920.717,8596.53
920.892,8600.79
921.068,8663.77
921.243,8531.49
921.418,8557.93
921.593,8512.42
921.769,8458.25
921.944,8492.17
922.119,8503.74
922.294,8368.22
922.469,8440.68
922.644,8416.17
922.819,8388.87
922.994,8289.17
923.169,8333.35
923.344,8277.48
923.519,8298.92
923.694,8151.49
923.869,8262.75
924.044,8148.91
924.219,8198.22
924.394,8132.44
924.569,8186.49
924.744,8097.67
924.919,8107.33
925.094,8069.32
925.268,8079.09
925.443,8063.4
925.618,8048.74
925.793,8021.46
925.968,8080.05
926.142,7979.99
926.317,8003.95
926.492,7956.68
926.666,8017.3
926.841,7933.4
927.016,7977.84
927.19,7905.94
927.365,7986.24
927.54,7877.26
927.714,7977.31
927.889,7903.09
928.063,7978.13
928.238,7899.53
928.412,7942.84
928.587,7843.8
928.761,7886.13
928.936,7798.38
929.11,7852.59
929.285,7753.12
929.459,7870.18
929.634,7771.18
929.808,7877.96
929.982,7787.07
930.157,7778.29
930.331,7731.67
930.505,7807.84
930.68,7745.54
930.854,7783.55
931.028,7681.17
931.202,7719.41
931.377,7678.3
931.551,7780.56
931.725,7563.11
931.899,7775.54
932.073,7623.38
932.247,7690.74
932.422,7612.87
932.596,7646.5
932.77,7555.1
932.944,7698.74
933.118,7545.84
933.292,7532.39
933.466,7479.18
933.64,7495.54
933.814,7463.9
933.988,7500.23
934.162,7392.51
934.336,7414.18
934.51,7386.94
934.683,7376.27
934.857,7335.39
935.031,7359.5
935.205,7255.56
935.379,7343.87
935.553,7275.04
935.726,7336.46
935.9,7201.54
936.074,7231.93
936.248,7183.19
936.421,7266.46
936.595,7089.72
936.769,7190.58
936.943,7112.53
937.116,7180.2
937.29,7043.13
937.463,7116.48
937.637,7000.12
937.811,7044.15
937.984,6976.57
938.158,7059.35
938.331,6950.21
938.505,6992.19
938.678,6941.9
938.852,6996.13
939.025,6919.06
939.199,6915.68
939.372,6865.63
939.545,6933.44
939.719,6866.39
939.892,6871.67
940.066,6819.02
940.239,6841.89
940.412,6843.96
940.586,6839.27
940.759,6801.28
940.932,6848.96
941.105,6789.94
941.279,6779.57
941.452,6789.06
941.625,6770.09
941.798,6749.08
941.971,6771.07
942.144,6696.47
942.318,6703.9
942.491,6668.51
942.664,6671.28
942.837,6621.7
943.01,6600.56
943.183,6506.7
943.356,6558.21
943.529,6489.4
943.702,6515.98
943.875,6444.71
944.048,6514.98
944.221,6427.02
944.394,6434.51
944.567,6349.52
944.74,6401.09
944.912,6331.36
945.085,6419.38
945.258,6304.81
945.431,6293.14
945.604,6238.27
945.776,6268.71
945.949,6294.76
946.122,6247.76
946.295,6188.1
946.467,6180.17
946.64,6122.59
946.813,6196.82
946.985,6101.78
947.158,6141.94
947.331,6077.02
947.503,6130.88
947.676,6043.27
947.848,6126.8
948.021,6018.24
948.194,6050.87
948.366,6002.96
948.539,6029.73
948.711,5989.47
948.883,5981.54
949.056,5938.17
949.228,5948.53
949.401,5868.31
949.573,5914.39
949.746,5862.43
949.918,5850.12
950.09,5818.15
950.263,5788.13
950.435,5777.44
950.607,5742.77
950.779,5670.0
950.952,5754.77
951.124,5679.18
951.296,5690.16
951.468,5616.82
951.64,5677.91
951.813,5580.98
951.985,5591.1
952.157,5564.55
952.329,5588.41
952.501,5515.24
952.673,5552.53
952.845,5474.05
953.017,5500.47
953.189,5420.46
953.361,5475.98
953.533,5438.15
953.705,5461.26
953.877,5396.31
954.049,5446.41
954.221,5395.52
954.393,5416.32
954.565,5352.0
954.737,5389.27
954.909,5331.56
955.08,5334.01
955.252,5297.29
955.424,5329.26
955.596,5283.18
955.768,5301.8
955.939,5241.67
956.111,5286.26
956.283,5187.09
956.454,5207.94
956.626,5205.63
956.798,5192.77
956.969,5150.35
957.141,5178.78
957.313,5079.29
957.484,5116.75
957.656,5112.38
957.827,5083.28
957.999,5047.14
