Record Length,10000,Points,-986.560053207E-9,-4.00000019E-3,,Record Length,10000,Points,-986.560053207E-9,-3.00000003E-3,
Sample Interval,200.00000185E-12,s,-986.360078059E-9,-4.00000019E-3,,Sample Interval,200.00000185E-12,s,-986.360078059E-9,-3.00000003E-3,
Trigger Point,4.93280043E3,Samples,-986.160102912E-9,-4.00000019E-3,,Trigger Point,4.93280043E3,Samples,-986.160102912E-9,-3.00000003E-3,
,,,-985.960014077E-9,-4.00000019E-3,,,,,-985.960014077E-9,-3.00000003E-3,
,,,-985.760038930E-9,-4.00000019E-3,,,,,-985.760038930E-9,-3.00000003E-3,
,,,-985.560063782E-9,-4.00000019E-3,,,,,-985.560063782E-9,-3.00000003E-3,
Source,CH1,,-985.360088634E-9,-4.00000019E-3,,Source,CH2,,-985.360088634E-9,-3.00000003E-3,
Vertical Units,V,,-985.159999800E-9,-4.00000019E-3,,Vertical Units,V,,-985.159999800E-9,-3.00000003E-3,
Vertical Scale,50.00000237E-3,,-984.960024653E-9,-4.00000019E-3,,Vertical Scale,50.00000237E-3,,-984.960024653E-9,-3.00000003E-3,
Vertical Offset,0,,-984.760049505E-9,-4.00000019E-3,,Vertical Offset,0,,-984.760049505E-9,-3.00000003E-3,
Horizontal Units,s,,-984.560074357E-9,-4.00000019E-3,,Horizontal Units,s,,-984.560074357E-9,-3.00000003E-3,
Horizontal Scale,200.00000267E-9,,-984.360099210E-9,-4.00000019E-3,,Horizontal Scale,200.00000267E-9,,-984.360099210E-9,-3.00000003E-3,
Pt Fmt,Y,,-984.160010375E-9,-4.00000019E-3,,Pt Fmt,Y,,-984.160010375E-9,-3.00000003E-3,
Yzero,840.000000000E-3,,-983.960035228E-9,-4.00000019E-3,,Yzero,-1.1400000,,-983.960035228E-9,-3.00000003E-3,
Probe Atten,1.000000,,-983.760060080E-9,-4.00000019E-3,,Probe Atten,1.000000,,-983.760060080E-9,-3.00000003E-3,
,,,-983.560084933E-9,-4.00000019E-3,,,,,-983.560084933E-9,-3.00000003E-3,
Note,TDS 3052B - 10:52:42 AM   6/7/2021,,-983.360109785E-9,-4.00000019E-3,,Note,TDS 3052B - 10:52:42 AM   6/7/2021,,-983.360109785E-9,-3.00000003E-3,
,,,-983.160020951E-9,-4.00000019E-3,,,,,-983.160020951E-9,-3.00000003E-3,
,,,-982.960045803E-9,-4.00000019E-3,,,,,-982.960045803E-9,-3.00000003E-3,
,,,-982.760070656E-9,-4.00000019E-3,,,,,-982.760070656E-9,-3.00000003E-3,
,,,-982.560095508E-9,-4.00000019E-3,,,,,-982.560095508E-9,-3.00000003E-3,
,,,-982.360006674E-9,-4.00000019E-3,,,,,-982.360006674E-9,-3.00000003E-3,
,,,-982.160031526E-9,-4.00000019E-3,,,,,-982.160031526E-9,-3.00000003E-3,
,,,-981.960056379E-9,-4.00000019E-3,,,,,-981.960056379E-9,-3.00000003E-3,
,,,-981.760081231E-9,-4.00000019E-3,,,,,-981.760081231E-9,-3.00000003E-3,
,,,-981.560106084E-9,-4.00000019E-3,,,,,-981.560106084E-9,-3.00000003E-3,
,,,-981.360017249E-9,-4.00000019E-3,,,,,-981.360017249E-9,-3.00000003E-3,
,,,-981.160042102E-9,-4.00000019E-3,,,,,-981.160042102E-9,-3.00000003E-3,
,,,-980.960066954E-9,-4.00000019E-3,,,,,-980.960066954E-9,-3.00000003E-3,
,,,-980.760091807E-9,-4.00000019E-3,,,,,-980.760091807E-9,-3.00000003E-3,
,,,-980.560002972E-9,-4.00000019E-3,,,,,-980.560002972E-9,-3.00000003E-3,
,,,-980.360027825E-9,-4.00000019E-3,,,,,-980.360027825E-9,-3.00000003E-3,
,,,-980.160052677E-9,-4.00000019E-3,,,,,-980.160052677E-9,-3.00000003E-3,
,,,-979.960077530E-9,-4.00000019E-3,,,,,-979.960077530E-9,-3.00000003E-3,
,,,-979.760102382E-9,-4.00000019E-3,,,,,-979.760102382E-9,-1.0000000E-3,
