Record Length,2500,Points,14.2399995E-3,5.11999989,,Record Length,2500,Points,14.2399995E-3,199.99998808E-3,
Sample Interval,3.99999999E-6,s,14.2439995E-3,5.03999996,,Sample Interval,3.99999999E-6,s,14.2439995E-3,199.99998808E-3,
Trigger Point,-3.56000004E3,Samples,14.2479995E-3,5.11999989,,Trigger Point,-3.56000004E3,Samples,14.2479995E-3,199.99998808E-3,
,,,14.2519996E-3,5.11999989,,,,,14.2519996E-3,199.99998808E-3,
,,,14.2559996E-3,5.11999989,,,,,14.2559996E-3,199.99998808E-3,
,,,14.2599996E-3,5.11999989,,,,,14.2599996E-3,199.99998808E-3,
Source,CH1,,14.2639996E-3,5.03999996,,Source,CH2,,14.2639996E-3,199.99998808E-3,
Vertical Units,Volts,,14.2679997E-3,4.96000004,,Vertical Units,Volts,,14.2679997E-3,199.99998808E-3,
Vertical Scale,2.0000000,,14.2719997E-3,4.96000004,,Vertical Scale,999.999977648E-3,,14.2719997E-3,159.99999642E-3,
Vertical Offset,0,,14.2759997E-3,4.88000011,,Vertical Offset,0,,14.2759997E-3,159.99999642E-3,
Horizontal Units,s,,14.2799998E-3,4.79999971,,Horizontal Units,s,,14.2799998E-3,159.99999642E-3,
Horizontal Scale,1.000000E-3,,14.2839998E-3,4.71999979,,Horizontal Scale,1.000000E-3,,14.2839998E-3,119.9999973E-3,
Pt Fmt,Y,,14.2879998E-3,4.55999994,,Pt Fmt,Y,,14.2879998E-3,119.9999973E-3,
Yzero,-920.000000000E-3,,14.2919999E-3,4.48000002,,Yzero,880.000000000E-3,,14.2919999E-3,119.9999973E-3,
Probe Atten,1.000000,,14.2959999E-3,4.31999969,,Probe Atten,1.000000,,14.2959999E-3,79.999998212E-3,
,,,14.2999999E-3,4.15999985,,,,,14.2999999E-3,79.999998212E-3,
Note,TBS 1052B-EDU - 10:17:31 AM   6/22/2021,,14.3039990E-3,4.00000000,,Note,TBS 1052B-EDU - 10:17:31 AM   6/22/2021,,14.3039990E-3,79.999998212E-3,
,,,14.3079991E-3,3.83999991,,,,,14.3079991E-3,79.999998212E-3,
,,,14.3119991E-3,3.59999990,,,,,14.3119991E-3,39.99999911E-3,
,,,14.3159991E-3,3.43999982,,,,,14.3159991E-3,39.99999911E-3,
,,,14.3199991E-3,3.19999981,,,,,14.3199991E-3,39.99999911E-3,
,,,14.3239992E-3,2.96000004,,,,,14.3239992E-3,0.0,
,,,14.3279992E-3,2.79999995,,,,,14.3279992E-3,0.0,
,,,14.3319992E-3,2.5599999,,,,,14.3319992E-3,0.0,
,,,14.3359993E-3,2.3199999,,,,,14.3359993E-3,0.0,
,,,14.3399993E-3,2.0000000,,,,,14.3399993E-3,-39.99999911E-3,
,,,14.3439993E-3,1.8399999,,,,,14.3439993E-3,-39.99999911E-3,
,,,14.3479994E-3,1.5200000,,,,,14.3479994E-3,-39.99999911E-3,
,,,14.3519994E-3,1.2800000,,,,,14.3519994E-3,-79.999998212E-3,
,,,14.3559994E-3,959.999978542E-3,,,,,14.3559994E-3,-79.999998212E-3,
,,,14.3599994E-3,719.999969006E-3,,,,,14.3599994E-3,-79.999998212E-3,
,,,14.3639995E-3,479.999989271E-3,,,,,14.3639995E-3,-79.999998212E-3,
,,,14.3679995E-3,159.99999642E-3,,,,,14.3679995E-3,-79.999998212E-3,
,,,14.3719995E-3,-79.999998212E-3,,,,,14.3719995E-3,-119.9999973E-3,
,,,14.3759996E-3,-319.99999285E-3,,,,,14.3759996E-3,-119.9999973E-3,
,,,14.3799996E-3,-639.999985695E-3,,,,,14.3799996E-3,-119.9999973E-3,
,,,14.3839996E-3,-879.999995232E-3,,,,,14.3839996E-3,-119.9999973E-3,
,,,14.3879997E-3,-1.1200000,,,,,14.3879997E-3,-119.9999973E-3,
,,,14.3919997E-3,-1.3600000,,,,,14.3919997E-3,-119.9999973E-3,
,,,14.3959997E-3,-1.5999999,,,,,14.3959997E-3,-79.999998212E-3,
,,,14.3999998E-3,-1.8399999,,,,,14.3999998E-3,-119.9999973E-3,
,,,14.4039998E-3,-2.1599998,,,,,14.4039998E-3,-119.9999973E-3,
,,,14.4079998E-3,-2.3199999,,,,,14.4079998E-3,-79.999998212E-3,
,,,14.4119998E-3,-2.5599999,,,,,14.4119998E-3,-79.999998212E-3,
,,,14.4159999E-3,-2.79999995,,,,,14.4159999E-3,-79.999998212E-3,
,,,14.4199999E-3,-2.96000004,,,,,14.4199999E-3,-79.999998212E-3,
,,,14.4239990E-3,-3.11999989,,,,,14.4239990E-3,-39.99999911E-3,
,,,14.4279990E-3,-3.27999997,,,,,14.4279990E-3,0.0,
,,,14.4319991E-3,-3.51999998,,,,,14.4319991E-3,0.0,
,,,14.4359991E-3,-3.67999983,,,,,14.4359991E-3,0.0,
,,,14.4399991E-3,-3.83999991,,,,,14.4399991E-3,39.99999911E-3,
,,,14.4439992E-3,-3.91999984,,,,,14.4439992E-3,39.99999911E-3,
,,,14.4479992E-3,-4.07999992,,,,,14.4479992E-3,39.99999911E-3,
,,,14.4519992E-3,-4.15999985,,,,,14.4519992E-3,119.9999973E-3,
,,,14.4559992E-3,-4.23999977,,,,,14.4559992E-3,119.9999973E-3,
,,,14.4599993E-3,-4.23999977,,,,,14.4599993E-3,159.99999642E-3,
,,,14.4639993E-3,-4.31999969,,,,,14.4639993E-3,199.99998808E-3,
,,,14.4679993E-3,-4.40000010,,,,,14.4679993E-3,239.99999464E-3,
,,,14.4719994E-3,-4.40000010,,,,,14.4719994E-3,239.99999464E-3,
,,,14.4759994E-3,-4.48000002,,,,,14.4759994E-3,280.00000119E-3,
,,,14.4799994E-3,-4.40000010,,,,,14.4799994E-3,319.99999285E-3,
,,,14.4839995E-3,-4.40000010,,,,,14.4839995E-3,319.99999285E-3,
,,,14.4879995E-3,-4.40000010,,,,,14.4879995E-3,359.99998450E-3,
,,,14.4919995E-3,-4.31999969,,,,,14.4919995E-3,399.99997616E-3,
,,,14.4959996E-3,-4.31999969,,,,,14.4959996E-3,479.999989271E-3,
,,,14.4999996E-3,-4.23999977,,,,,14.4999996E-3,479.999989271E-3,
,,,14.5039996E-3,-4.15999985,,,,,14.5039996E-3,519.999980927E-3,
,,,14.5079996E-3,-4.07999992,,,,,14.5079996E-3,560.000002384E-3,
,,,14.5119997E-3,-4.00000000,,,,,14.5119997E-3,599.999964237E-3,
,,,14.5159997E-3,-3.83999991,,,,,14.5159997E-3,639.999985695E-3,
,,,14.5199997E-3,-3.67999983,,,,,14.5199997E-3,639.999985695E-3,
,,,14.5239998E-3,-3.51999998,,,,,14.5239998E-3,719.999969006E-3,
,,,14.5279998E-3,-3.43999982,,,,,14.5279998E-3,759.999990463E-3,
,,,14.5319998E-3,-3.19999981,,,,,14.5319998E-3,799.999952316E-3,
,,,14.5359999E-3,-3.03999996,,,,,14.5359999E-3,799.999952316E-3,
,,,14.5399999E-3,-2.79999995,,,,,14.5399999E-3,839.999973774E-3,
,,,14.5439999E-3,-2.6399999,,,,,14.5439999E-3,879.999995232E-3,
,,,14.5479990E-3,-2.4800000,,,,,14.5479990E-3,879.999995232E-3,
,,,14.5519990E-3,-2.2400000,,,,,14.5519990E-3,919.999957085E-3,
,,,14.5559991E-3,-2.0000000,,,,,14.5559991E-3,919.999957085E-3,
,,,14.5599991E-3,-1.7600000,,,,,14.5599991E-3,919.999957085E-3,
,,,14.5639991E-3,-1.5200000,,,,,14.5639991E-3,959.999978542E-3,
,,,14.5679992E-3,-1.3600000,,,,,14.5679992E-3,1.0400000,
,,,14.5719992E-3,-1.0400000,,,,,14.5719992E-3,1.000000,
,,,14.5759992E-3,-799.999952316E-3,,,,,14.5759992E-3,1.000000,
,,,14.5799993E-3,-560.000002384E-3,,,,,14.5799993E-3,1.000000,
,,,14.5839993E-3,-319.99999285E-3,,,,,14.5839993E-3,1.0400000,
,,,14.5879993E-3,-79.999998212E-3,,,,,14.5879993E-3,1.000000,
,,,14.5919994E-3,159.99999642E-3,,,,,14.5919994E-3,1.0400000,
,,,14.5959994E-3,399.99997616E-3,,,,,14.5959994E-3,1.0400000,
,,,14.5999994E-3,639.999985695E-3,,,,,14.5999994E-3,1.000000,
,,,14.6039994E-3,879.999995232E-3,,,,,14.6039994E-3,1.000000,
,,,14.6079995E-3,1.1200000,,,,,14.6079995E-3,1.000000,
,,,14.6119995E-3,1.3600000,,,,,14.6119995E-3,1.000000,
,,,14.6159995E-3,1.5999999,,,,,14.6159995E-3,959.999978542E-3,
,,,14.6199996E-3,1.8399999,,,,,14.6199996E-3,959.999978542E-3,
,,,14.6239996E-3,2.0000000,,,,,14.6239996E-3,919.999957085E-3,
,,,14.6279996E-3,2.2400000,,,,,14.6279996E-3,879.999995232E-3,
,,,14.6319997E-3,2.4800000,,,,,14.6319997E-3,879.999995232E-3,
,,,14.6359997E-3,2.6399999,,,,,14.6359997E-3,879.999995232E-3,
,,,14.6399997E-3,2.79999995,,,,,14.6399997E-3,839.999973774E-3,
,,,14.6439997E-3,2.96000004,,,,,14.6439997E-3,799.999952316E-3,
,,,14.6479998E-3,3.19999981,,,,,14.6479998E-3,759.999990463E-3,
,,,14.6519998E-3,3.27999997,,,,,14.6519998E-3,680.000007153E-3,
,,,14.6559998E-3,3.43999982,,,,,14.6559998E-3,639.999985695E-3,
,,,14.6599999E-3,3.59999990,,,,,14.6599999E-3,599.999964237E-3,
,,,14.6639999E-3,3.75999999,,,,,14.6639999E-3,560.000002384E-3,
,,,14.6679990E-3,3.83999991,,,,,14.6679990E-3,519.999980927E-3,
,,,14.6719990E-3,3.91999984,,,,,14.6719990E-3,439.999997616E-3,
,,,14.6759991E-3,4.00000000,,,,,14.6759991E-3,399.99997616E-3,
,,,14.6799991E-3,4.15999985,,,,,14.6799991E-3,359.99998450E-3,
,,,14.6839991E-3,4.15999985,,,,,14.6839991E-3,319.99999285E-3,
,,,14.6879992E-3,4.23999977,,,,,14.6879992E-3,239.99999464E-3,
,,,14.6919992E-3,4.23999977,,,,,14.6919992E-3,199.99998808E-3,
,,,14.6959992E-3,4.23999977,,,,,14.6959992E-3,119.9999973E-3,
,,,14.6999992E-3,4.31999969,,,,,14.6999992E-3,79.999998212E-3,
,,,14.7039993E-3,4.31999969,,,,,14.7039993E-3,0.0,
,,,14.7079993E-3,4.23999977,,,,,14.7079993E-3,-39.99999911E-3,
,,,14.7119993E-3,4.23999977,,,,,14.7119993E-3,-119.9999973E-3,
,,,14.7159994E-3,4.15999985,,,,,14.7159994E-3,-159.99999642E-3,
,,,14.7199994E-3,4.15999985,,,,,14.7199994E-3,-239.99999464E-3,
,,,14.7239994E-3,4.07999992,,,,,14.7239994E-3,-280.00000119E-3,
,,,14.7279995E-3,3.91999984,,,,,14.7279995E-3,-359.99998450E-3,
,,,14.7319995E-3,3.91999984,,,,,14.7319995E-3,-399.99997616E-3,
,,,14.7359995E-3,3.75999999,,,,,14.7359995E-3,-479.999989271E-3,
,,,14.7399995E-3,3.67999983,,,,,14.7399995E-3,-519.999980927E-3,
,,,14.7439996E-3,3.59999990,,,,,14.7439996E-3,-599.999964237E-3,
,,,14.7479996E-3,3.35999990,,,,,14.7479996E-3,-639.999985695E-3,
,,,14.7519996E-3,3.27999997,,,,,14.7519996E-3,-680.000007153E-3,
,,,14.7559997E-3,3.11999989,,,,,14.7559997E-3,-719.999969006E-3,
,,,14.7599997E-3,2.96000004,,,,,14.7599997E-3,-759.999990463E-3,
,,,14.7639997E-3,2.79999995,,,,,14.7639997E-3,-799.999952316E-3,
,,,14.7679998E-3,2.5599999,,,,,14.7679998E-3,-839.999973774E-3,
,,,14.7719998E-3,2.3999999,,,,,14.7719998E-3,-919.999957085E-3,
,,,14.7759998E-3,2.1599998,,,,,14.7759998E-3,-919.999957085E-3,
,,,14.7799999E-3,2.0000000,,,,,14.7799999E-3,-919.999957085E-3,
,,,14.7839999E-3,1.7600000,,,,,14.7839999E-3,-959.999978542E-3,
,,,14.7879999E-3,1.5999999,,,,,14.7879999E-3,-959.999978542E-3,
,,,14.7919990E-3,1.3600000,,,,,14.7919990E-3,-1.0400000,
,,,14.7959990E-3,1.1200000,,,,,14.7959990E-3,-1.0400000,
,,,14.7999991E-3,959.999978542E-3,,,,,14.7999991E-3,-1.0799999,
,,,14.8039991E-3,719.999969006E-3,,,,,14.8039991E-3,-1.0799999,
,,,14.8079991E-3,560.000002384E-3,,,,,14.8079991E-3,-1.0400000,
,,,14.8119992E-3,319.99999285E-3,,,,,14.8119992E-3,-1.0400000,
,,,14.8159992E-3,79.999998212E-3,,,,,14.8159992E-3,-1.0799999,
,,,14.8199992E-3,-239.99999464E-3,,,,,14.8199992E-3,-1.0400000,
,,,14.8239993E-3,-399.99997616E-3,,,,,14.8239993E-3,-1.0400000,
,,,14.8279993E-3,-639.999985695E-3,,,,,14.8279993E-3,-1.0400000,
,,,14.8319993E-3,-799.999952316E-3,,,,,14.8319993E-3,-1.000000,
,,,14.8359993E-3,-959.999978542E-3,,,,,14.8359993E-3,-959.999978542E-3,
,,,14.8399994E-3,-1.2800000,,,,,14.8399994E-3,-919.999957085E-3,
,,,14.8439994E-3,-1.4399999,,,,,14.8439994E-3,-879.999995232E-3,
,,,14.8479994E-3,-1.5999999,,,,,14.8479994E-3,-839.999973774E-3,
,,,14.8519995E-3,-1.7600000,,,,,14.8519995E-3,-799.999952316E-3,
,,,14.8559995E-3,-2.0000000,,,,,14.8559995E-3,-759.999990463E-3,
,,,14.8599995E-3,-2.2400000,,,,,14.8599995E-3,-719.999969006E-3,
,,,14.8639996E-3,-2.3199999,,,,,14.8639996E-3,-680.000007153E-3,
,,,14.8679996E-3,-2.4800000,,,,,14.8679996E-3,-639.999985695E-3,
,,,14.8719996E-3,-2.6399999,,,,,14.8719996E-3,-599.999964237E-3,
,,,14.8759997E-3,-2.72000003,,,,,14.8759997E-3,-519.999980927E-3,
,,,14.8799997E-3,-2.87999988,,,,,14.8799997E-3,-439.999997616E-3,
,,,14.8839997E-3,-3.03999996,,,,,14.8839997E-3,-359.99998450E-3,
,,,14.8879997E-3,-3.11999989,,,,,14.8879997E-3,-280.00000119E-3,
,,,14.8919998E-3,-3.19999981,,,,,14.8919998E-3,-239.99999464E-3,
,,,14.8959998E-3,-3.27999997,,,,,14.8959998E-3,-159.99999642E-3,
,,,14.8999998E-3,-3.35999990,,,,,14.8999998E-3,-79.999998212E-3,
,,,14.9039999E-3,-3.43999982,,,,,14.9039999E-3,0.0,
,,,14.9079999E-3,-3.51999998,,,,,14.9079999E-3,79.999998212E-3,
