Record Length,2500,Points,679.999997374E-6,-1.2800000,
Sample Interval,400.00000467E-9,s,680.400000419E-6,-1.3600000,
Trigger Point,-1.7000001E3,Samples,680.800003465E-6,-1.3600000,
,,,681.200006511E-6,-1.3600000,
,,,681.600009557E-6,-1.3600000,
,,,682.000012603E-6,-1.4000000,
Source,CH1,,682.400015648E-6,-1.4399999,
Vertical Units,Volts,,682.800018694E-6,-1.4800000,
Vertical Scale,999.999977648E-3,,683.200021740E-6,-1.4399999,
Vertical Offset,0,,683.600024786E-6,-1.5200000,
Horizontal Units,s,,683.999969624E-6,-1.5200000,
Horizontal Scale,100.0000012E-6,,684.399972670E-6,-1.5200000,
Pt Fmt,Y,,684.799975716E-6,-1.4800000,
Yzero,40.00000000E-3,,685.199978761E-6,-1.5599999,
Probe Atten,1.000000,,685.599981807E-6,-1.5599999,
,,,685.999984853E-6,-1.5599999,
Note,TBS 1052B-EDU - 10:57:12 AM   6/21/2021,,686.399987899E-6,-1.5599999,
,,,686.799990945E-6,-1.6400000,
,,,687.199993990E-6,-1.6400000,
,,,687.599997036E-6,-1.6400000,
,,,688.000000082E-6,-1.6799999,
,,,688.400003128E-6,-1.7199999,
,,,688.800006174E-6,-1.6799999,
,,,689.200009219E-6,-1.7600000,
,,,689.600012265E-6,-1.7600000,
,,,690.000015311E-6,-1.8000000,
,,,690.400018357E-6,-1.8000000,
,,,690.800021403E-6,-1.8399999,
,,,691.200024448E-6,-1.8399999,
,,,691.599969286E-6,-1.8399999,
,,,691.999972332E-6,-1.8800000,
,,,692.399975378E-6,-1.8800000,
,,,692.799978424E-6,-1.8800000,
,,,693.199981470E-6,-1.8800000,
,,,693.599984515E-6,-2.0000000,
,,,693.999987561E-6,-1.9200000,
,,,694.399990607E-6,-1.9599999,
,,,694.799993653E-6,-2.0000000,
,,,695.199996699E-6,-2.0000000,
,,,695.599999744E-6,-1.9599999,
,,,696.000002790E-6,-2.0799999,
,,,696.400005836E-6,-2.0799999,
,,,696.800008882E-6,-2.0799999,
,,,697.200011928E-6,-2.0799999,
,,,697.600014973E-6,-2.1199999,
,,,698.000018019E-6,-2.1199999,
,,,698.400021065E-6,-2.0799999,
,,,698.800024111E-6,-2.1199999,
,,,699.199968949E-6,-2.1199999,
,,,699.599971995E-6,-2.2000000,
,,,699.999975041E-6,-2.2000000,
,,,700.399978086E-6,-2.1599998,
,,,700.799981132E-6,-2.2000000,
,,,701.199984178E-6,-2.2800000,
,,,701.599987224E-6,-2.2800000,
,,,701.999990270E-6,-2.2400000,
,,,702.399993315E-6,-2.3199999,
,,,702.799996361E-6,-2.2800000,
,,,703.199999407E-6,-2.2800000,
,,,703.600002453E-6,-2.3199999,
,,,704.000005499E-6,-2.3599999,
,,,704.400008544E-6,-2.3199999,
,,,704.800011590E-6,-2.3199999,
,,,705.200014636E-6,-2.3599999,
,,,705.600017682E-6,-2.3999999,
,,,706.000020728E-6,-2.3999999,
,,,706.400023773E-6,-2.3999999,
,,,706.799968611E-6,-2.4800000,
,,,707.199971657E-6,-2.4800000,
,,,707.599974703E-6,-2.4800000,
,,,707.999977749E-6,-2.4800000,
,,,708.399980795E-6,-2.5200000,
,,,708.799983840E-6,-2.4800000,
,,,709.199986886E-6,-2.5200000,
,,,709.599989932E-6,-2.5200000,
,,,709.999992978E-6,-2.5599999,
,,,710.399996024E-6,-2.5200000,
,,,710.799999069E-6,-2.5599999,
,,,711.200002115E-6,-2.5999999,
,,,711.600005161E-6,-2.5999999,
,,,712.000008207E-6,-2.5999999,
,,,712.400011253E-6,-2.5999999,
,,,712.800014298E-6,-2.6399999,
,,,713.200017344E-6,-2.6399999,
,,,713.600020390E-6,-2.5999999,
,,,714.000023436E-6,-2.6799998,
,,,714.400026482E-6,-2.6799998,
,,,714.799971320E-6,-2.6799998,
,,,715.199974366E-6,-2.6799998,
,,,715.599977411E-6,-2.72000003,
,,,715.999980457E-6,-2.6799998,
,,,716.399983503E-6,-2.75999999,
,,,716.799986549E-6,-2.72000003,
,,,717.199989595E-6,-2.75999999,
,,,717.599992640E-6,-2.79999995,
,,,717.999995686E-6,-2.79999995,
,,,718.399998732E-6,-2.79999995,
,,,718.800001778E-6,-2.75999999,
,,,719.200004824E-6,-2.83999991,
,,,719.600007869E-6,-2.83999991,
,,,720.000010915E-6,-2.83999991,
,,,720.400013961E-6,-2.83999991,
,,,720.800017007E-6,-2.83999991,
,,,721.200020052E-6,-2.87999988,
,,,721.600023098E-6,-2.91999984,
,,,722.000026144E-6,-2.83999991,
,,,722.399970982E-6,-2.87999988,
,,,722.799974028E-6,-2.87999988,
,,,723.199977074E-6,-2.96000004,
,,,723.599980120E-6,-2.87999988,
,,,723.999983165E-6,-2.96000004,
,,,724.399986211E-6,-2.91999984,
,,,724.799989257E-6,-2.96000004,
,,,725.199992303E-6,-2.96000004,
,,,725.599995349E-6,-3.00000000,
,,,725.999998394E-6,-3.00000000,
,,,726.400001440E-6,-3.00000000,
,,,726.800004486E-6,-3.00000000,
,,,727.200007532E-6,-2.96000004,
,,,727.600010578E-6,-3.00000000,
,,,728.000013623E-6,-3.00000000,
,,,728.400016669E-6,-3.03999996,
,,,728.800019715E-6,-3.03999996,
,,,729.200022761E-6,-3.07999992,
,,,729.600025807E-6,-3.03999996,
,,,729.999970645E-6,-3.07999992,
,,,730.399973691E-6,-3.07999992,
,,,730.799976736E-6,-3.07999992,
,,,731.199979782E-6,-3.07999992,
,,,731.599982828E-6,-3.11999989,
,,,731.999985874E-6,-3.07999992,
,,,732.399988919E-6,-3.11999989,
,,,732.799991965E-6,-3.11999989,
,,,733.199995011E-6,-3.11999989,
,,,733.599998057E-6,-3.11999989,
,,,734.000001103E-6,-3.07999992,
,,,734.400004148E-6,-3.11999989,
,,,734.800007194E-6,-3.19999981,
,,,735.200010240E-6,-3.15999985,
,,,735.600013286E-6,-3.19999981,
,,,736.000016332E-6,-3.15999985,
,,,736.400019377E-6,-3.24000001,
,,,736.800022423E-6,-3.15999985,
,,,737.200025469E-6,-3.19999981,
,,,737.599970307E-6,-3.19999981,
,,,737.999973353E-6,-3.19999981,
,,,738.399976399E-6,-3.19999981,
,,,738.799979445E-6,-3.19999981,
,,,739.199982490E-6,-3.24000001,
,,,739.599985536E-6,-3.24000001,
,,,739.999988582E-6,-3.19999981,
,,,740.399991628E-6,-3.24000001,
,,,740.799994674E-6,-3.24000001,
,,,741.199997719E-6,-3.24000001,
,,,741.600000765E-6,-3.27999997,
,,,742.000003811E-6,-3.27999997,
,,,742.400006857E-6,-3.27999997,
,,,742.800009903E-6,-3.27999997,
,,,743.200012948E-6,-3.24000001,
,,,743.600015994E-6,-3.27999997,
,,,744.000019040E-6,-3.24000001,
,,,744.400022086E-6,-3.24000001,
,,,744.800025132E-6,-3.27999997,
,,,745.199969970E-6,-3.27999997,
,,,745.599973015E-6,-3.31999993,
,,,745.999976061E-6,-3.27999997,
,,,746.399979107E-6,-3.27999997,
,,,746.799982153E-6,-3.27999997,
,,,747.199985199E-6,-3.27999997,
,,,747.599988244E-6,-3.31999993,
,,,747.999991290E-6,-3.31999993,
,,,748.399994336E-6,-3.31999993,
,,,748.799997382E-6,-3.31999993,
,,,749.200000428E-6,-3.27999997,
,,,749.600003473E-6,-3.31999993,
,,,750.000006519E-6,-3.27999997,
,,,750.400009565E-6,-3.31999993,
,,,750.800012611E-6,-3.31999993,
,,,751.200015657E-6,-3.31999993,
,,,751.600018702E-6,-3.27999997,
,,,752.000021748E-6,-3.31999993,
,,,752.400024794E-6,-3.31999993,
,,,752.799969632E-6,-3.31999993,
,,,753.199972678E-6,-3.31999993,
,,,753.599975724E-6,-3.39999986,
,,,753.999978770E-6,-3.35999990,
,,,754.399981815E-6,-3.35999990,
,,,754.799984861E-6,-3.31999993,
,,,755.199987907E-6,-3.35999990,
,,,755.599990953E-6,-3.31999993,
,,,755.999993999E-6,-3.31999993,
,,,756.399997044E-6,-3.35999990,
,,,756.800000090E-6,-3.31999993,
,,,757.200003136E-6,-3.31999993,
,,,757.600006182E-6,-3.35999990,
,,,758.000009228E-6,-3.31999993,
,,,758.400012273E-6,-3.31999993,
,,,758.800015319E-6,-3.31999993,
,,,759.200018365E-6,-3.27999997,
,,,759.600021411E-6,-3.31999993,
,,,760.000024457E-6,-3.27999997,
,,,760.399969295E-6,-3.31999993,
,,,760.799972340E-6,-3.31999993,
,,,761.199975386E-6,-3.31999993,
,,,761.599978432E-6,-3.31999993,
,,,761.999981478E-6,-3.31999993,
,,,762.399984524E-6,-3.31999993,
,,,762.799987569E-6,-3.31999993,
,,,763.199990615E-6,-3.31999993,
,,,763.599993661E-6,-3.31999993,
,,,763.999996707E-6,-3.27999997,
,,,764.399999753E-6,-3.31999993,
,,,764.800002798E-6,-3.27999997,
,,,765.200005844E-6,-3.27999997,
,,,765.600008890E-6,-3.27999997,
,,,766.000011936E-6,-3.31999993,
,,,766.400014982E-6,-3.27999997,
,,,766.800018027E-6,-3.27999997,
,,,767.200021073E-6,-3.27999997,
,,,767.600024119E-6,-3.27999997,
,,,768.000027165E-6,-3.24000001,
,,,768.399972003E-6,-3.31999993,
,,,768.799975049E-6,-3.27999997,
,,,769.199978095E-6,-3.27999997,
,,,769.599981140E-6,-3.27999997,
,,,769.999984186E-6,-3.27999997,
,,,770.399987232E-6,-3.27999997,
,,,770.799990278E-6,-3.27999997,
,,,771.199993324E-6,-3.27999997,
,,,771.599996369E-6,-3.19999981,
,,,771.999999415E-6,-3.24000001,
,,,772.400002461E-6,-3.24000001,
,,,772.800005507E-6,-3.27999997,
,,,773.200008553E-6,-3.24000001,
,,,773.600011598E-6,-3.24000001,
,,,774.000014644E-6,-3.24000001,
,,,774.400017690E-6,-3.24000001,
,,,774.800020736E-6,-3.19999981,
,,,775.200023782E-6,-3.19999981,
,,,775.600026827E-6,-3.24000001,
,,,775.999971665E-6,-3.19999981,
,,,776.399974711E-6,-3.15999985,
,,,776.799977757E-6,-3.19999981,
,,,777.199980803E-6,-3.19999981,
,,,777.599983849E-6,-3.19999981,
,,,777.999986894E-6,-3.15999985,
,,,778.399989940E-6,-3.15999985,
,,,778.799992986E-6,-3.15999985,
,,,779.199996032E-6,-3.15999985,
,,,779.599999078E-6,-3.15999985,
,,,780.000002123E-6,-3.07999992,
,,,780.400005169E-6,-3.11999989,
,,,780.800008215E-6,-3.11999989,
,,,781.200011261E-6,-3.07999992,
,,,781.600014307E-6,-3.11999989,
,,,782.000017352E-6,-3.11999989,
,,,782.400020398E-6,-3.07999992,
,,,782.800023444E-6,-3.07999992,
,,,783.200026490E-6,-3.11999989,
,,,783.599971328E-6,-3.07999992,
,,,783.999974374E-6,-3.07999992,
,,,784.399977420E-6,-3.07999992,
,,,784.799980465E-6,-3.03999996,
,,,785.199983511E-6,-3.03999996,
,,,785.599986557E-6,-3.07999992,
,,,785.999989603E-6,-3.03999996,
,,,786.399992649E-6,-3.00000000,
,,,786.799995694E-6,-3.00000000,
,,,787.199998740E-6,-3.00000000,
,,,787.600001786E-6,-3.03999996,
,,,788.000004832E-6,-3.03999996,
,,,788.400007877E-6,-2.96000004,
,,,788.800010923E-6,-3.00000000,
,,,789.200013969E-6,-2.96000004,
,,,789.600017015E-6,-2.91999984,
,,,790.000020061E-6,-2.91999984,
,,,790.400023106E-6,-2.96000004,
,,,790.800026152E-6,-2.96000004,
,,,791.199970990E-6,-2.87999988,
,,,791.599974036E-6,-2.91999984,
,,,791.999977082E-6,-2.91999984,
,,,792.399980128E-6,-2.83999991,
,,,792.799983174E-6,-2.87999988,
,,,793.199986219E-6,-2.83999991,
,,,793.599989265E-6,-2.87999988,
,,,793.999992311E-6,-2.83999991,
,,,794.399995357E-6,-2.83999991,
,,,794.799998403E-6,-2.79999995,
,,,795.200001448E-6,-2.83999991,
,,,795.600004494E-6,-2.83999991,
,,,796.000007540E-6,-2.75999999,
,,,796.400010586E-6,-2.75999999,
,,,796.800013632E-6,-2.79999995,
,,,797.200016677E-6,-2.72000003,
,,,797.600019723E-6,-2.75999999,
,,,798.000022769E-6,-2.72000003,
,,,798.400025815E-6,-2.72000003,
,,,798.799970653E-6,-2.72000003,
,,,799.199973699E-6,-2.72000003,
,,,799.599976745E-6,-2.6799998,
,,,799.999979790E-6,-2.6399999,
,,,800.399982836E-6,-2.6399999,
,,,800.799985882E-6,-2.6799998,
,,,801.199988928E-6,-2.6399999,
,,,801.599991973E-6,-2.5999999,
,,,801.999995019E-6,-2.5599999,
,,,802.399998065E-6,-2.6399999,
,,,802.800001111E-6,-2.5999999,
,,,803.200004157E-6,-2.5599999,
,,,803.600007202E-6,-2.5599999,
,,,804.000010248E-6,-2.5599999,
,,,804.400013294E-6,-2.5599999,
,,,804.800016340E-6,-2.5200000,
,,,805.200019386E-6,-2.5200000,
,,,805.600022431E-6,-2.5200000,
,,,806.000025477E-6,-2.5200000,
,,,806.399970315E-6,-2.4400001,
,,,806.799973361E-6,-2.4400001,
,,,807.199976407E-6,-2.4800000,
,,,807.599979453E-6,-2.4400001,
,,,807.999982499E-6,-2.3999999,
,,,808.399985544E-6,-2.3999999,
,,,808.799988590E-6,-2.3999999,
,,,809.199991636E-6,-2.3599999,
,,,809.599994682E-6,-2.3599999,
,,,809.999997728E-6,-2.3199999,
,,,810.400000773E-6,-2.2800000,
,,,810.800003819E-6,-2.3199999,
,,,811.200006865E-6,-2.3199999,
,,,811.600009911E-6,-2.2800000,
,,,812.000012957E-6,-2.2800000,
,,,812.400016002E-6,-2.2800000,
,,,812.800019048E-6,-2.2400000,
,,,813.200022094E-6,-2.2400000,
,,,813.600025140E-6,-2.2400000,
,,,813.999969978E-6,-2.2000000,
,,,814.399973024E-6,-2.1599998,
,,,814.799976069E-6,-2.2000000,
,,,815.199979115E-6,-2.1599998,
,,,815.599982161E-6,-2.1599998,
,,,815.999985207E-6,-2.1199999,
,,,816.399988253E-6,-2.1199999,
,,,816.799991298E-6,-2.1199999,
,,,817.199994344E-6,-2.0799999,
,,,817.599997390E-6,-2.0799999,
,,,818.000000436E-6,-2.0400000,
,,,818.400003482E-6,-2.0400000,
,,,818.800006527E-6,-2.0400000,
