345.532	32.94
345.749	32.94
345.966	32.94
346.184	6.31
346.401	2.22
346.618	-1.88
346.836	34.99
347.053	-18.26
347.27	14.51
347.487	-28.5
347.705	-16.21
347.922	-14.17
348.139	30.89
348.356	-32.6
348.574	34.99
348.791	-3.93
349.008	0.17
349.225	45.23
349.442	4.27
349.659	-12.12
349.877	98.47
350.094	-32.6
350.311	96.43
350.528	28.84
350.745	43.18
350.962	16.55
351.179	-1.88
351.396	30.89
351.613	10.41
351.83	51.37
352.047	32.94
352.264	18.6
352.481	67.75
352.698	-32.6
352.915	45.23
353.132	39.08
353.349	73.9
353.566	-1.88
353.783	26.79
354	12.46
354.217	55.47
354.433	8.36
354.65	16.55
354.867	26.79
355.084	39.08
355.301	100.52
355.518	16.55
355.735	0.17
355.951	90.28
356.168	37.03
356.385	-16.21
356.602	-10.07
356.818	-3.93
357.035	61.61
357.252	-53.08
357.469	-18.26
357.685	-12.12
357.902	32.94
358.119	32.94
358.335	57.51
358.552	28.84
358.769	10.41
358.985	26.79
359.202	28.84
359.419	65.71
359.635	88.23
359.852	69.8
360.068	30.89
360.285	30.89
360.501	30.89
360.718	75.95
360.934	43.18
361.151	57.51
361.367	0.17
361.584	22.7
361.8	20.65
362.017	65.71
362.233	90.28
362.45	51.37
362.666	16.55
362.883	47.27
363.099	82.09
363.315	34.99
363.532	71.85
363.748	65.71
363.965	94.38
364.181	77.99
364.397	65.71
364.614	92.33
364.83	123.05
365.046	75.95
365.262	2.22
365.479	41.13
365.695	61.61
365.911	63.66
366.128	86.19
366.344	32.94
366.56	16.55
366.776	77.99
366.992	26.79
367.209	37.03
367.425	84.14
367.641	69.8
367.857	77.99
368.073	116.9
368.289	24.75
368.505	34.99
368.722	-61.27
368.938	24.75
369.154	41.13
369.37	41.13
369.586	-5.97
369.802	-36.69
370.018	-42.84
370.234	75.95
370.45	32.94
370.666	98.47
370.882	-3.93
371.098	65.71
371.314	-44.88
371.53	30.89
371.746	-5.97
371.962	47.27
372.178	22.7
372.393	69.8
372.609	-26.45
372.825	80.04
373.041	-5.97
373.257	-32.6
373.473	32.94
373.689	73.9
373.904	45.23
374.12	-61.27
374.336	-46.93
374.552	8.36
374.767	-10.07
374.983	37.03
375.199	-18.26
375.415	59.56
375.63	-32.6
375.846	-24.4
376.062	47.27
376.278	32.94
376.493	16.55
376.709	14.51
376.925	2.22
377.14	-65.36
377.356	-12.12
377.571	-22.36
377.787	-40.79
378.003	47.27
378.218	28.84
378.434	39.08
378.649	0.17
378.865	57.51
379.08	47.27
379.296	-16.21
379.511	-1.88
379.727	39.08
379.942	32.94
380.158	32.94
380.373	-10.07
380.589	24.75
380.804	75.95
381.02	65.71
381.235	-30.55
381.45	16.55
381.666	28.84
381.881	-40.79
382.096	-65.36
382.312	-8.02
382.527	41.13
382.742	6.31
382.958	59.56
383.173	20.65
383.388	123.05
383.604	69.8
383.819	88.23
384.034	-8.02
384.249	28.84
384.465	32.94
384.68	-26.45
384.895	24.75
385.11	47.27
385.325	43.18
385.541	-40.79
385.756	49.32
385.971	12.46
386.186	-8.02
386.401	71.85
386.616	30.89
386.831	16.55
387.046	10.41
387.261	34.99
387.477	39.08
387.692	32.94
387.907	-5.97
388.122	32.94
388.337	-38.74
388.552	-73.56
388.767	-20.31
388.982	12.46
389.197	-30.55
389.411	43.18
389.626	41.13
389.841	63.66
390.056	49.32
390.271	-16.21
390.486	32.94
390.701	-1.88
390.916	-14.17
391.131	-20.31
391.345	43.18
391.56	26.79
391.775	-16.21
391.99	-10.07
392.205	-18.26
392.42	-1.88
392.634	-10.07
392.849	2.22
393.064	4.27
393.279	32.94
393.493	-36.69
393.708	22.7
393.923	6.31
394.137	45.23
394.352	61.61
394.567	28.84
394.781	-26.45
394.996	43.18
395.211	41.13
395.425	0.17
395.64	53.42
395.854	32.94
396.069	41.13
396.284	86.19
396.498	6.31
396.713	55.47
396.927	-5.97
397.142	-57.17
397.356	-40.79
397.571	10.41
397.785	65.71
398	49.32
398.214	71.85
398.428	112.81
398.643	98.47
398.857	112.81
399.072	127.14
399.286	164.01
399.5	278.69
399.715	209.06
399.929	227.5
400.144	278.69
400.358	336.04
400.572	364.71
400.787	297.13
401.001	280.74
401.215	272.55
401.429	254.12
401.644	297.13
401.858	327.85
402.072	352.42
402.286	282.79
402.501	309.41
402.715	288.93
402.929	327.85
403.143	336.04
403.357	358.57
403.571	372.9
403.786	379.04
404	364.71
404.214	360.61
404.428	370.85
404.642	379.04
404.856	413.86
405.07	395.43
405.284	389.28
405.498	366.76
405.712	333.99
405.926	356.52
406.14	356.52
406.354	450.72
406.568	377
406.782	346.28
406.996	317.61
407.21	247.97
407.424	358.57
407.638	313.51
407.852	239.78
408.066	239.78
408.28	82.09
408.493	75.95
408.707	77.99
408.921	-18.26
409.135	57.51
409.349	49.32
409.563	39.08
409.776	41.13
409.99	106.67
410.204	47.27
410.418	127.14
410.631	88.23
410.845	104.62
411.059	63.66
411.273	49.32
411.486	157.86
411.7	63.66
411.914	51.37
412.127	18.6
412.341	147.62
412.555	90.28
412.768	37.03
412.982	84.14
413.195	-5.97
413.409	118.95
413.623	121
413.836	80.04
414.05	34.99
414.263	129.19
414.477	86.19
414.69	47.27
414.904	133.29
415.117	180.39
415.331	182.44
415.544	30.89
415.758	108.71
415.971	98.47
416.185	82.09
416.398	139.43
416.611	161.96
416.825	147.62
417.038	127.14
417.251	94.38
417.465	92.33
417.678	213.16
417.891	159.91
418.105	110.76
418.318	100.52
418.531	106.67
418.745	139.43
418.958	168.1
419.171	55.47
419.384	114.86
419.598	123.05
419.811	129.19
420.024	110.76
420.237	94.38
420.45	192.68
420.664	30.89
420.877	161.96
421.09	198.82
421.303	170.15
421.516	112.81
421.729	225.45
421.942	174.25
422.155	194.73
422.368	213.16
422.582	164.01
422.795	135.34
423.008	198.82
423.221	188.58
423.434	225.45
423.647	172.2
423.86	164.01
424.073	241.83
424.286	155.82
424.498	239.78
424.711	215.21
424.924	270.5
425.137	155.82
425.35	215.21
425.563	225.45
425.776	315.56
425.989	293.03
426.202	342.18
426.414	303.27
426.627	213.16
426.84	293.03
427.053	346.28
427.266	379.04
427.478	389.28
427.691	321.7
427.904	327.85
428.117	336.04
428.329	358.57
428.542	393.38
428.755	473.25
428.967	469.16
429.18	553.12
429.393	653.47
429.605	671.9
429.818	925.85
430.031	936.09
430.243	1276.06
430.456	1829.01
430.668	2087.05
430.881	2103.43
431.094	2140.3
431.306	2179.21
431.519	2308.23
431.731	2283.66
431.944	2238.6
432.156	2304.14
432.369	2414.73
432.581	2549.89
432.794	2676.87
433.006	2527.36
433.218	2633.86
433.431	2580.61
433.643	2701.44
433.856	2656.39
434.068	2660.48
434.28	2760.83
434.493	2683.01
434.705	2605.19
434.918	2912.38
435.13	2605.19
435.342	2834.56
435.554	2805.89
435.767	2834.56
435.979	3043.45
436.191	2877.57
436.404	2959.49
436.616	3115.13
436.828	3129.47
437.04	2955.39
437.252	3033.21
437.465	2939.01
437.677	3035.26
437.889	2900.09
438.101	2912.38
438.313	2642.05
438.525	2603.14
438.737	2316.42
438.949	2035.85
439.162	1566.87
439.374	1167.51
439.586	882.85
439.798	682.14
440.01	743.58
440.222	632.99
440.434	719.01
440.646	694.43
440.858	637.09
441.07	671.9
441.282	692.38
441.494	749.73
441.706	665.76
441.918	719.01
442.129	663.71
442.341	762.02
442.553	704.67
442.765	663.71
442.977	673.95
443.189	729.25
443.401	678.05
443.612	716.96
443.824	688.29
444.036	739.49
444.248	696.48
444.46	667.81
444.671	671.9
444.883	661.66
445.095	688.29
445.307	708.77
445.518	630.95
445.73	725.15
445.942	700.58
446.153	727.2
446.365	741.54
446.577	688.29
446.788	708.77
447	671.9
447.212	815.26
447.423	739.49
447.635	721.06
447.846	725.15
448.058	731.3
448.269	723.1
448.481	735.39
448.692	712.86
448.904	710.82
449.115	696.48
449.327	782.49
449.538	714.91
449.75	737.44
449.961	686.24
450.173	714.91
450.384	624.8
450.596	704.67
450.807	716.96
451.018	688.29
451.23	762.02
451.441	743.58
451.652	710.82
451.864	704.67
452.075	639.14
452.286	698.53
452.498	749.73
452.709	628.9
452.92	704.67
453.131	671.9
453.343	616.61
453.554	647.33
453.765	630.95
453.976	655.52
454.187	686.24
454.399	571.55
454.61	612.51
454.821	575.65
455.032	667.81
455.243	661.66
455.454	678.05
455.665	723.1
455.877	649.38
456.088	688.29
456.299	571.55
456.51	594.08
456.721	676
456.932	626.85
457.143	618.66
457.354	645.28
457.565	626.85
457.776	649.38
457.987	594.08
458.198	688.29
458.409	499.88
458.62	655.52
458.83	612.51
459.041	571.55
459.252	575.65
459.463	630.95
459.674	632.99
459.885	567.46
460.096	555.17
460.306	553.12
460.517	575.65
460.728	630.95
460.939	540.83
461.15	620.71
461.36	546.98
461.571	526.5
461.782	589.99
461.993	589.99
462.203	635.04
462.414	573.6
462.625	565.41
462.835	508.07
463.046	635.04
463.257	614.56
463.467	641.18
463.678	538.79
463.889	557.22
464.099	620.71
464.31	573.6
464.52	598.18
464.731	587.94
464.941	587.94
465.152	536.74
465.362	618.66
465.573	589.99
465.783	493.73
465.994	589.99
466.204	557.22
466.415	569.51
466.625	563.36
466.836	456.87
467.046	549.03
467.257	614.56
467.467	532.64
467.677	536.74
467.888	551.07
468.098	536.74
468.308	540.83
468.519	534.69
468.729	528.55
468.939	669.86
469.15	587.94
469.36	594.08
469.57	579.75
469.78	645.28
469.991	610.47
470.201	528.55
470.411	463.01
470.621	579.75
470.831	514.21
471.042	520.35
471.252	481.44
471.462	555.17
471.672	501.92
471.882	542.88
472.092	499.88
472.302	481.44
472.512	534.69
472.723	565.41
472.933	596.13
473.143	573.6
473.353	491.68
473.563	487.59
473.773	579.75
473.983	450.72
474.193	534.69
474.403	528.55
474.613	553.12
474.822	608.42
475.032	620.71
475.242	555.17
475.452	626.85
475.662	604.32
475.872	637.09
476.082	622.75
476.292	630.95
476.502	628.9
476.711	655.52
476.921	663.71
477.131	602.27
477.341	745.63
477.551	817.31
477.76	809.12
477.97	839.84
478.18	911.52
478.39	1032.35
478.599	960.67
478.809	1067.16
479.019	1208.47
479.228	1339.54
479.438	1366.17
479.648	1454.23
479.857	1573.01
480.067	1732.75
480.276	1853.58
480.486	1935.5
480.696	2093.19
480.905	2285.7
481.115	2410.63
481.324	2549.89
481.534	2674.82
481.743	2967.68
481.953	3108.99
482.162	3285.11
482.372	3494.01
482.581	3434.61
482.791	3692.66
483	3883.12
483.21	3983.47
483.419	4116.59
483.628	4311.14
483.838	4479.08
484.047	4769.89
484.257	4948.06
484.466	4989.02
484.675	5120.09
484.885	5374.04
485.094	5333.08
485.303	5558.36
485.512	5695.57
485.722	5838.93
485.931	5722.2
486.14	6021.2
486.349	6133.84
486.559	6238.28
486.768	6226
486.977	6240.33
487.186	6391.88
487.395	6406.22
487.605	6488.14
487.814	6451.27
488.023	6506.57
488.232	6721.6
488.441	6387.79
488.65	6471.75
488.859	6395.98
489.068	6494.28
489.277	6457.42
489.486	6162.51
489.695	6269
489.904	6146.12
490.113	6086.73
490.322	6078.54
490.531	5853.27
490.74	5965.9
490.949	5781.59
491.158	5636.18
491.367	5603.41
491.576	5576.79
491.785	5390.42
491.994	5451.86
492.203	5306.46
492.412	5124.19
492.62	5005.41
492.829	5007.45
493.038	4819.04
493.247	4872.29
493.456	4622.44
493.664	4647.01
493.873	4554.85
494.082	4454.5
494.291	4204.65
494.499	4145.26
494.708	4044.91
494.917	4003.95
495.126	3823.73
495.334	3793.01
495.543	3727.47
495.751	3520.63
495.96	3307.64
496.169	3403.89
496.377	3313.78
496.586	3199.1
496.795	3084.41
497.003	3014.78
497.212	3115.13
497.42	2685.06
497.629	2646.15
497.837	2603.14
498.046	2416.77
498.254	2359.43
498.463	2408.58
498.671	2246.79
498.88	2148.49
499.088	2076.81
499.297	2044.04
499.505	1941.65
499.713	1847.44
499.922	1753.23
500.13	1720.46
500.338	1527.96
500.547	1503.38
500.755	1431.7
500.963	1351.83
501.172	1253.53
501.38	1237.14
501.588	1196.18
501.797	1114.27
502.005	950.43
502.213	948.38
502.421	876.7
502.63	807.07
502.838	768.16
503.046	766.11
503.254	753.82
503.462	712.86
503.67	714.91
503.879	598.18
504.087	571.55
504.295	581.79
504.503	573.6
504.711	614.56
504.919	499.88
505.127	555.17
505.335	434.34
505.543	567.46
505.751	481.44
505.959	448.68
506.167	391.33
506.375	534.69
506.583	397.48
506.791	446.63
506.999	477.35
507.207	436.39
507.415	415.91
507.623	446.63
507.831	481.44
508.039	389.28
508.246	436.39
508.454	389.28
508.662	426.15
508.87	379.04
509.078	389.28
509.286	358.57
509.493	454.82
509.701	403.62
509.909	381.09
510.117	342.18
510.324	348.33
510.532	430.24
510.74	401.57
510.947	395.43
511.155	399.52
511.363	344.23
511.57	374.95
511.778	364.71
511.986	399.52
512.193	446.63
512.401	358.57
512.609	450.72
512.816	454.82
513.024	407.72
513.231	395.43
513.439	387.24
513.646	372.9
513.854	385.19
514.061	356.52
514.269	331.94
514.476	385.19
514.684	364.71
514.891	366.76
515.099	389.28
515.306	372.9
515.513	272.55
515.721	393.38
515.928	350.37
516.135	352.42
516.343	387.24
516.55	374.95
516.757	395.43
516.965	368.81
517.172	360.61
517.379	374.95
517.587	305.32
517.794	301.22
518.001	305.32
518.208	319.65
518.416	305.32
518.623	381.09
518.83	368.81
519.037	327.85
519.244	360.61
519.451	290.98
519.659	362.66
519.866	295.08
520.073	252.07
520.28	301.22
520.487	377
520.694	325.8
520.901	325.8
521.108	309.41
521.315	350.37
521.522	319.65
521.729	383.14
521.936	358.57
522.143	338.09
522.35	299.17
522.557	356.52
522.764	346.28
522.971	393.38
523.178	268.45
523.385	309.41
523.592	407.72
523.799	284.84
524.005	362.66
524.212	383.14
524.419	260.26
524.626	270.5
524.833	317.61
525.04	358.57
525.246	413.86
525.453	379.04
525.66	407.72
525.867	407.72
526.073	286.89
526.28	286.89
526.487	397.48
526.693	354.47
526.9	422.05
527.107	438.44
527.313	471.2
527.52	473.25
527.727	465.06
527.933	387.24
528.14	508.07
528.346	614.56
528.553	503.97
528.759	569.51
528.966	659.62
529.173	635.04
529.379	624.8
529.586	719.01
529.792	743.58
529.999	780.45
530.205	729.25
530.411	735.39
530.618	778.4
530.824	776.35
531.031	901.28
531.237	852.13
531.443	907.42
531.65	970.91
531.856	1020.06
532.062	993.44
532.269	1165.46
532.475	1286.3
532.681	1390.74
532.888	1503.38
533.094	1611.92
533.3	1665.17
533.506	1742.99
533.713	2066.57
533.919	2181.26
534.125	2336.9
534.331	2494.6
534.538	2678.91
534.744	3070.08
534.95	3176.57
535.156	3602.55
535.362	4051.05
535.568	4339.82
535.774	4862.05
535.98	5515.35
536.186	6279.24
536.393	6828.1
536.599	7770.16
536.805	8577.06
537.011	9537.56
537.217	10563.59
537.423	11460.6
537.629	12392.43
537.835	13557.72
538.04	14796.74
538.246	15814.59
538.452	17055.65
538.658	18186.13
538.864	19128.2
539.07	20246.39
539.276	21176.17
539.482	22187.86
539.688	23414.6
539.893	24125.24
540.099	25204.52
540.305	27135.76
540.511	27846.4
540.717	28473.08
540.922	29447.91
541.128	29984.48
541.334	30267.1
541.54	31168.21
541.745	31499.98
541.951	31721.16
542.157	32263.87
542.362	32329.41
542.568	32908.98
542.774	32861.88
542.979	33181.36
543.185	32984.76
543.39	33375.92
543.596	33435.31
543.802	33169.07
544.007	33328.81
544.213	33130.16
544.418	32732.86
544.624	32270.01
544.829	31999.68
545.035	31497.93
545.24	30783.19
545.446	29806.31
545.651	29245.16
545.857	27952.9
546.062	27447.05
546.267	26189.6
546.473	25212.71
546.678	24577.84
546.884	23230.28
547.089	22796.11
547.294	21854.05
547.5	20324.21
547.705	19640.19
547.91	18704.27
548.116	17956.76
548.321	17362.85
548.526	16416.69
548.731	15249.35
548.937	14399.44
549.142	13058.02
549.347	12300.27
549.552	11456.51
549.757	10592.27
549.963	10086.42
550.168	9510.94
550.373	8947.75
550.578	8863.78
550.783	8445.99
550.988	8091.7
551.193	7931.95
551.398	7567.42
551.603	7272.51
551.808	6907.97
552.013	6725.7
552.218	6232.14
552.424	6107.21
552.628	5836.88
552.833	5421.14
553.038	5324.89
553.243	5011.55
553.448	4714.59
553.653	4454.5
553.858	4370.54
554.063	4030.57
554.268	3907.7
554.473	3762.29
554.678	3461.24
554.883	3235.96
555.087	3127.42
555.292	2926.72
555.497	2629.76
555.702	2324.62
555.907	2179.21
556.111	2080.91
556.316	1882.25
556.521	1847.44
556.725	1599.63
556.93	1472.66
557.135	1433.75
557.34	1247.38
557.544	1175.7
557.749	1198.23
557.954	1089.69
558.158	1030.3
558.363	942.24
558.567	841.89
558.772	893.09
558.977	850.08
559.181	809.12
559.386	764.06
559.59	786.59
559.795	788.64
559.999	802.97
560.204	721.06
560.408	725.15
560.613	667.81
560.817	688.29
561.021	669.86
561.226	618.66
561.43	628.9
561.635	649.38
561.839	589.99
562.043	702.62
562.248	688.29
562.452	585.89
562.656	524.45
562.861	534.69
563.065	563.36
563.269	546.98
563.474	608.42
563.678	653.47
563.882	565.41
564.086	544.93
564.291	524.45
564.495	503.97
564.699	506.02
564.903	428.2
565.107	514.21
565.311	458.92
565.516	499.88
565.72	450.72
565.924	456.87
566.128	573.6
566.332	460.96
566.536	510.11
566.74	522.4
566.944	483.49
567.148	522.4
567.352	510.11
567.556	491.68
567.76	503.97
567.964	487.59
568.168	503.97
568.372	444.58
568.576	491.68
568.78	499.88
568.984	522.4
569.188	581.79
569.392	508.07
569.595	559.27
569.799	565.41
570.003	555.17
570.207	614.56
570.411	589.99
570.615	616.61
570.818	635.04
571.022	770.21
571.226	850.08
571.43	932
571.633	987.29
571.837	1067.16
572.041	1130.65
572.244	1204.38
572.448	1110.17
572.652	1185.94
572.855	1280.15
573.059	1390.74
573.263	1452.18
573.466	1464.47
573.67	1767.57
573.873	1800.34
574.077	1949.84
574.28	1919.12
574.484	2220.17
574.687	2322.57
574.891	2457.73
575.094	2631.81
575.298	2629.76
575.501	2766.98
575.705	3061.88
575.908	3143.8
576.112	3338.36
576.315	3305.59
576.518	3631.22
576.722	3770.48
576.925	3784.82
577.129	4264.04
577.332	4261.99
577.535	4423.78
577.739	4690.02
577.942	4843.62
578.145	5238.87
578.348	5302.36
578.552	5572.69
578.755	5806.16
578.958	5957.71
579.161	6326.35
579.365	6271.05
579.568	6180.94
579.771	6594.63
579.974	6432.84
580.177	6592.58
